pair_id,from_node,to_node,reachable,reason,same_path,short_total_length_km,short_total_weight_km,short_edges,short_hotspot_edges,short_hotspot_share_pct,short_avg_hotspot_rate,short_max_hotspot_rate,avoid_total_length_km,avoid_total_weight_km,avoid_edges,avoid_hotspot_edges,avoid_hotspot_share_pct,avoid_avg_hotspot_rate,avoid_max_hotspot_rate,extra_distance_km,hotspot_edges_reduction,avg_hotspot_rate_reduction,max_hotspot_rate_reduction,explainability_short
102,A407,A406,1,,1.0,2.1,2.1,1.0,0.0,0.0,0.0,0.0,2.1,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, | Edges added in the avoid route (top changes): |   (none)
103,A407,A13(T),1,,1.0,7.480556,7.480556,5.0,0.0,0.0,0.0,0.0,7.480556,7.480556,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, | Edges added in the avoid route (top changes): |   (none)
104,A407,LA boundary,1,,1.0,8.101923,8.101923,5.0,0.0,0.0,0.0,0.0,8.101923,8.101923,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, | Edges added in the avoid route (top changes): |   (none)
105,A407,A1199,1,,0.0,6.628571,8.437267,7.0,2.0,28.571,0.161491,0.608696,6.893789,7.137267,7.0,1.0,14.286,0.086957,0.608696,0.265218,1.0,0.074534,0.0,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
106,A407,A503,1,,0.0,4.2,5.765217,4.0,1.0,25.0,0.130435,0.521739,4.465217,4.465217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
107,A407,A115,1,,1.0,7.534091,7.534091,6.0,0.0,0.0,0.0,0.0,7.534091,7.534091,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, | Edges added in the avoid route (top changes): |   (none)
108,A407,A12 roundabout,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
109,A407,A12(T),0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
110,A407,A118 roundabout,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
111,A407,A12/A1400,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
112,A407,A1202,1,,0.0,5.74,7.305217,7.0,1.0,14.286,0.074534,0.521739,6.005217,6.005217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
113,A407,A10/A1208,1,,0.0,5.94,7.505217,8.0,1.0,12.5,0.065217,0.521739,6.205217,6.205217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
114,A407,A101/A126,1,,0.0,7.64,9.205217,8.0,1.0,12.5,0.065217,0.521739,7.905217,7.905217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
115,A407,A1209,1,,0.0,5.84,7.405217,8.0,1.0,12.5,0.065217,0.521739,6.105217,6.105217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
116,A407,A1202/A13 mid-junction,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
117,A407,A1203,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
118,A407,Cable Street,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
119,A407,Ferry Street,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
120,A407,A1206,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
121,A407,A1207,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
122,A407,A1208 Hackney Road,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
123,A407,A1208/A5201,1,,0.0,6.24,7.805217,9.0,1.0,11.111,0.057971,0.521739,6.505217,6.505217,9.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.057971,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
124,A407,A1211,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
125,A407,A123,1,,0.0,7.6,9.165217,5.0,1.0,20.0,0.104348,0.521739,7.865217,7.865217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
126,A407,A1153,1,,0.0,11.3,12.865217,6.0,1.0,16.667,0.086957,0.521739,11.565217,11.565217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
127,A407,Griggs Approach roundabout,1,,0.0,8.233333,9.798551,6.0,1.0,16.667,0.086957,0.521739,8.498551,8.498551,6.0,0.0,0.0,0.0,0.0,0.265218,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
128,A407,A124 London Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
129,A407,St. Pauls Road,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
130,A407,A1240,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
131,A407,A1112/A1083,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
132,A407,A125,1,,0.0,6.0,7.565217,4.0,1.0,25.0,0.130435,0.521739,6.265217,6.265217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
133,A407,A118/A127,1,,0.0,9.2,10.765217,5.0,1.0,20.0,0.104348,0.521739,9.465217,9.465217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
134,A407,A1251,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
135,A407,A126,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
136,A407,A1263,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
137,A407,Aspen Way tunnel,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
138,A407,Victoria Dock Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
139,A407,A13(T)/A123,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
140,A407,A13/A1261,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
141,A407,A1306,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
142,A407,A1400/A123 Rndbt - Cranbrook Road,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
143,A407,A167,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
144,A407,A2,1,,0.0,7.828571,9.393789,6.0,1.0,16.667,0.086957,0.521739,8.093789,8.093789,6.0,0.0,0.0,0.0,0.0,0.265218,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
145,A407,A2205,1,,0.0,8.628571,10.193789,7.0,1.0,14.286,0.074534,0.521739,8.893789,8.893789,7.0,0.0,0.0,0.0,0.0,0.265218,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
146,A407,A2206,1,,0.0,8.228571,9.793789,7.0,1.0,14.286,0.074534,0.521739,8.493789,8.493789,7.0,0.0,0.0,0.0,0.0,0.265218,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
147,A407,A2211,1,,0.0,8.628571,10.193789,7.0,1.0,14.286,0.074534,0.521739,8.893789,8.893789,7.0,0.0,0.0,0.0,0.0,0.265218,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
148,A407,A300,1,,0.0,4.4,6.208696,5.0,2.0,40.0,0.226087,0.608696,4.665217,4.908696,5.0,1.0,20.0,0.121739,0.608696,0.265217,1.0,0.104348,0.0,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
149,A407,A3200,1,,0.0,4.53,6.095217,4.0,1.0,25.0,0.130435,0.521739,4.795217,4.795217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
150,A407,A2 Amersham Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
151,A407,A2209,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
152,A407,A2 Lewisham Way,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
153,A407,A2 Parkfield Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
154,A407,A2 New Cross Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
155,A407,A2 Parkfield rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
156,A407,A2(T) main route,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
157,A407,A220,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
158,A407,A2/A2209,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
159,A407,A20 Loampit Vale,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
160,A407,A20,1,,0.0,9.1,10.665217,8.0,1.0,12.5,0.065217,0.521739,9.365217,9.365217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
161,A407,A20 Amersham Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
162,A407,A20(T),0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
163,A407,A2001,1,,0.0,6.4,7.965217,5.0,1.0,20.0,0.104348,0.521739,6.665217,6.665217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
164,A407,A200,1,,0.0,4.1,5.665217,4.0,1.0,25.0,0.130435,0.521739,4.365217,4.365217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
165,A407,A200 Jamaica St,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
166,A407,A200 Tooley St,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
167,A407,B202,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
168,A407,A211,1,,0.0,6.4,7.965217,5.0,1.0,20.0,0.104348,0.521739,6.665217,6.665217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
169,A407,A224,1,,0.0,7.6,9.165217,6.0,1.0,16.667,0.086957,0.521739,7.865217,7.865217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
170,A407,A201,1,,0.0,4.2,6.008696,4.0,2.0,50.0,0.282609,0.608696,4.465217,4.708696,4.0,1.0,25.0,0.152174,0.608696,0.265217,1.0,0.130435,0.0,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
171,A407,A2015,1,,0.0,4.8,6.365217,5.0,1.0,20.0,0.104348,0.521739,5.065217,5.065217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
172,A407,A2218,1,,0.0,5.0,6.565217,6.0,1.0,16.667,0.086957,0.521739,5.265217,5.265217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
173,A407,A2016,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
174,A407,Crossway roundabout,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
175,A407,A2018,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
176,A407,A222,1,,0.0,6.0,7.565217,4.0,1.0,25.0,0.130435,0.521739,6.265217,6.265217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
177,A407,A202 Clayton Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
178,A407,A2214 Lausanne rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
179,A407,A202/A203,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
180,A407,A3203,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
181,A407,A3204 Durham St,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
182,A407,A2022,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
183,A407,A2039,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
184,A407,A22,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
185,A407,A203,1,,0.0,4.3,5.865217,5.0,1.0,20.0,0.104348,0.521739,4.565217,4.565217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
186,A407,A202,1,,0.0,4.7,6.265217,5.0,1.0,20.0,0.104348,0.521739,4.965217,4.965217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
187,A407,A203 Stockwell Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
188,A407,A23 Brixton Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
189,A407,A2039 Park Hill Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
190,A407,A212 Park Lane,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
191,A407,A204/A2217,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
192,A407,A2041,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
193,A407,A2043,1,,0.0,4.9,6.465217,5.0,1.0,20.0,0.104348,0.521739,5.165217,5.165217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
194,A407,A238,1,,0.0,5.1,6.665217,6.0,1.0,16.667,0.086957,0.521739,5.365217,5.365217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
195,A407,A298,1,,0.0,5.5,7.065217,6.0,1.0,16.667,0.086957,0.521739,5.765217,5.765217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
196,A407,A208,1,,0.0,8.7,10.265217,8.0,1.0,12.5,0.065217,0.521739,8.965217,8.965217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
197,A407,A21,1,,0.0,7.1,8.665217,8.0,1.0,12.5,0.065217,0.521739,7.365217,7.365217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
198,A407,A218,1,,0.0,7.214286,8.779503,8.0,1.0,12.5,0.065217,0.521739,7.479503,7.479503,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
199,A407,A2213,1,,0.0,7.3,8.865217,8.0,1.0,12.5,0.065217,0.521739,7.565217,7.565217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
200,A407,A3,1,,0.0,4.6,6.408696,6.0,2.0,33.333,0.188406,0.608696,4.865217,5.108696,6.0,1.0,16.667,0.101449,0.608696,0.265217,1.0,0.086957,0.0,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
201,A407,A315,1,,0.0,6.1,7.665217,5.0,1.0,20.0,0.104348,0.521739,6.365217,6.365217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
202,A407,A3209,1,,0.0,7.4,8.965217,8.0,1.0,12.5,0.065217,0.521739,7.665217,7.665217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
203,A407,A3216,1,,0.0,5.590909,7.156126,5.0,1.0,20.0,0.104348,0.521739,5.856126,5.856126,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
204,A407,Morval Rd roundabout,1,,0.0,8.8,10.365217,8.0,1.0,12.5,0.065217,0.521739,9.065217,9.065217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
