pair_id,from_node,to_node,reachable,reason,same_path,short_total_length_km,short_total_weight_km,short_edges,short_hotspot_edges,short_hotspot_share_pct,short_avg_hotspot_rate,short_max_hotspot_rate,avoid_total_length_km,avoid_total_weight_km,avoid_edges,avoid_hotspot_edges,avoid_hotspot_share_pct,avoid_avg_hotspot_rate,avoid_max_hotspot_rate,extra_distance_km,hotspot_edges_reduction,avg_hotspot_rate_reduction,max_hotspot_rate_reduction,explainability_short
205,A407,Morval Road roundabout,1,,0.0,9.0,10.565217,8.0,1.0,12.5,0.065217,0.521739,9.265217,9.265217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
206,A407,A205 Clapham Common West Side,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
207,A407,A3 Clapham Common North Side,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
208,A407,A205 Grand Depot Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
209,A407,A2204,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
210,A407,A205 John Wilson St,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
211,A407,A206,1,,0.0,10.0,11.565217,5.0,1.0,20.0,0.104348,0.521739,10.265217,10.265217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
212,A407,A205 Plassy Road,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
213,A407,A2212,1,,0.0,6.5,8.065217,5.0,1.0,20.0,0.104348,0.521739,6.765217,6.765217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
214,A407,A205/A20,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
215,A407,A210,1,,0.0,7.1,8.665217,5.0,1.0,20.0,0.104348,0.521739,7.365217,7.365217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
216,A407,A200 Creek Rd/Romney Rd,1,,0.0,10.5,12.065217,6.0,1.0,16.667,0.086957,0.521739,10.765217,10.765217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
217,A407,Bugsby's Way,1,,0.0,10.9,12.465217,6.0,1.0,16.667,0.086957,0.521739,11.165217,11.165217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
218,A407,A206 Pettman Crescent,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
219,A407,A209,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
220,A407,A207,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
221,A407,A207 Albion Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
222,A407,A207 Arnsberg Way,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
223,A407,A207 Roman Way,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
224,A407,A2000,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
225,A407,A207 Shooters Hill Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
226,A407,A223,1,,0.0,6.3,7.865217,4.0,1.0,25.0,0.130435,0.521739,6.565217,6.565217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
227,A407,A232,1,,0.0,7.1,8.665217,4.0,1.0,25.0,0.130435,0.521739,7.365217,7.365217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
228,A407,A221,1,,0.0,6.6,8.165217,4.0,1.0,25.0,0.130435,0.521739,6.865217,6.865217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
229,A407,A211 Maidstone Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
230,A407,A212,1,,0.0,6.6,8.165217,5.0,1.0,20.0,0.104348,0.521739,6.865217,6.865217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
231,A407,A214,1,,0.0,8.6,10.165217,6.0,1.0,16.667,0.086957,0.521739,8.865217,8.865217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
232,A407,A215,1,,0.0,7.8,9.365217,6.0,1.0,16.667,0.086957,0.521739,8.065217,8.065217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
233,A407,A222 Cherry Orchard Rd,1,,0.0,7.6,9.165217,6.0,1.0,16.667,0.086957,0.521739,7.865217,7.865217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
234,A407,A212 Church Road,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
235,A407,A212 Grange Road,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
236,A407,A212 Coombe Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
237,A407,A232 Croydon Flyover,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
238,A407,A213,1,,0.0,5.0,6.565217,5.0,1.0,20.0,0.104348,0.521739,5.265217,5.265217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
239,A407,A213 Sunny Bank,1,,0.0,8.1,9.665217,7.0,1.0,14.286,0.074534,0.521739,8.365217,8.365217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
240,A407,A216,1,,0.0,6.8,8.365217,6.0,1.0,16.667,0.086957,0.521739,7.065217,7.065217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
241,A407,A234,1,,0.0,4.3,5.865217,4.0,1.0,25.0,0.130435,0.521739,4.565217,4.565217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
242,A407,A214 Crown Dale,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
243,A407,A215 Ernest Ave,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
244,A407,A214/A216,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
245,A407,A213 Penge Rd,1,,0.0,8.2,9.765217,7.0,1.0,14.286,0.074534,0.521739,8.465217,8.465217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
246,A407,B232,1,,0.0,8.4,9.965217,7.0,1.0,14.286,0.074534,0.521739,8.665217,8.665217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
247,A407,Rye Lane,1,,0.0,9.5,11.065217,7.0,1.0,14.286,0.074534,0.521739,9.765217,9.765217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
248,A407,A217,1,,0.0,8.9,10.465217,8.0,1.0,12.5,0.065217,0.521739,9.165217,9.165217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
249,A407,A3207,1,,0.0,5.6,7.408696,7.0,2.0,28.571,0.161491,0.608696,5.865217,6.108696,7.0,1.0,14.286,0.086957,0.608696,0.265217,1.0,0.074534,0.0,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
250,A407,A217/A218,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
251,A407,A217/A3,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
252,A407,A219,1,,0.0,7.4,8.965217,7.0,1.0,14.286,0.074534,0.521739,7.665217,7.665217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
253,A407,A3219,1,,0.0,7.8,9.365217,8.0,1.0,12.5,0.065217,0.521739,8.065217,8.065217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
254,A407,A3220,1,,0.0,4.3,5.865217,4.0,1.0,25.0,0.130435,0.521739,4.565217,4.565217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
255,A407,A3220 Holland Rd roundabout,1,,0.0,8.0,9.565217,8.0,1.0,12.5,0.065217,0.521739,8.265217,8.265217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
256,A407,A3220 Holland Road roundabout,1,,0.0,8.0,9.565217,8.0,1.0,12.5,0.065217,0.521739,8.265217,8.265217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
257,A407,La Boundary,1,,0.0,9.1,10.665217,8.0,1.0,12.5,0.065217,0.521739,9.365217,9.365217,8.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.065217,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
258,A407,A219/A4,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
259,A407,A2199,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
260,A407,A2216,1,,0.0,4.8,6.365217,4.0,1.0,25.0,0.130435,0.521739,5.065217,5.065217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
261,A407,A23 Foxley Lane,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
262,A407,A236,1,,0.0,6.1,7.665217,5.0,1.0,20.0,0.104348,0.521739,6.365217,6.365217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
263,A407,B269,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
264,A407,A2205/A2206,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
265,A407,A2211/A206,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
266,A407,A221 Danson Underpass roundabout,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
267,A407,A221 Penhill Rd roundabout,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
268,A407,A221 Penhill Road roundabout,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
269,A407,A2211/A200,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
270,A407,A2203,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
271,A407,A2213 Kidbrooke Park Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
272,A407,A2(T),0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
273,A407,A2214,1,,0.0,4.2,5.765217,4.0,1.0,25.0,0.130435,0.521739,4.465217,4.465217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
274,A407,A2214 Lausanne Rd,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
275,A407,A202 Kender St,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
276,A407,Catford Rd,1,,0.0,6.9,8.465217,5.0,1.0,20.0,0.104348,0.521739,7.165217,7.165217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
277,A407,A2217,1,,0.0,4.5,6.065217,4.0,1.0,25.0,0.130435,0.521739,4.765217,4.765217,4.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.130435,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
278,A407,A232 High St,1,,0.0,9.7,11.265217,5.0,1.0,20.0,0.104348,0.521739,9.965217,9.965217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
279,A407,Roman Way,1,,0.0,6.6,8.165217,5.0,1.0,20.0,0.104348,0.521739,6.865217,6.865217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
280,A407,A224/A20,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
281,A407,A23,1,,0.0,9.2,10.765217,5.0,1.0,20.0,0.104348,0.521739,9.465217,9.465217,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
282,A407,A204/A215 roundabout,1,,0.0,10.6,12.165217,6.0,1.0,16.667,0.086957,0.521739,10.865217,10.865217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
283,A407,A232 Stafford Rd,1,,0.0,9.4,10.965217,6.0,1.0,16.667,0.086957,0.521739,9.665217,9.665217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
284,A407,A301,1,,0.0,9.7,11.265217,6.0,1.0,16.667,0.086957,0.521739,9.965217,9.965217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
285,A407,A302,1,,0.0,9.5,11.065217,6.0,1.0,16.667,0.086957,0.521739,9.765217,9.765217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
286,A407,A3204,1,,0.0,10.1,11.665217,6.0,1.0,16.667,0.086957,0.521739,10.365217,10.365217,6.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.086957,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
287,A407,A24,1,,0.0,5.5,7.065217,7.0,1.0,14.286,0.074534,0.521739,5.765217,5.765217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
288,A407,B278,1,,0.0,10.515385,12.080602,5.0,1.0,20.0,0.104348,0.521739,10.780602,10.780602,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
289,A407,Station Rd,1,,0.0,8.114286,9.679503,5.0,1.0,20.0,0.104348,0.521739,8.379503,8.379503,5.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.104348,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
290,A407,A232 Epsom Rd,1,,0.0,9.6,11.165217,7.0,1.0,14.286,0.074534,0.521739,9.865217,9.865217,7.0,0.0,0.0,0.0,0.0,0.265217,1.0,0.074534,0.521739,  - A41 -> LA Boundary | hotspot_rate=0.5217 | penalty_km=1.5652 | len_km=1.5000 |  | Edges added in the avoid route (top changes): |   + A407 -> A406 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=2.1000 |   + A406 -> A504 | hotspot_rate=0.0000 | penalty_km=0.0000 | len_km=1.3652
291,A407,A233,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
292,A407,A235,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
293,A407,A237,0,No path in one or both objectives,,,,,,,,,,,,,,,,,,,,
