from_node,to_node,same_path,shortest_total_length_km,shortest_total_weight_km,avoid_total_length_km,avoid_total_weight_km,extra_distance_km,hot_edges_shortest,hot_edges_avoid,avg_hotspot_shortest,avg_hotspot_avoid,max_hotspot_shortest,max_hotspot_avoid,removed_edges_count,added_edges_count,error
A407,A2 Lewisham Way,True,19.337562159350412,19.337562159350412,19.337562159350412,19.337562159350412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2 Parkfield Rd,True,19.378244306429444,19.378244306429444,19.378244306429444,19.378244306429444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2 Parkfield rd,True,19.36593504248694,19.36593504248694,19.36593504248694,19.36593504248694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2(T) main route,,,,,,,,,,,,,,,No path between A407 and A2(T) main route.
A407,A2/A2209,True,46.42470933698344,46.42470933698344,46.42470933698344,46.42470933698344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A20,True,46.44805155202575,46.44805155202575,46.44805155202575,46.44805155202575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A20 Amersham Rd,True,19.53669307973025,19.53669307973025,19.53669307973025,19.53669307973025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A20(T),,,,,,,,,,,,,,,No path between A407 and A20(T).
A407,A200,True,15.591427087365913,15.591427087365913,15.591427087365913,15.591427087365913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A200 Jamaica St,True,15.366635150855664,15.366635150855664,15.366635150855664,15.366635150855664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A200 Tooley St,True,15.664724153321847,15.664724153321847,15.664724153321847,15.664724153321847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2001,,,,,,,,,,,,,,,No path between A407 and A2001.
A407,A201,True,11.846495409627599,11.846495409627599,11.846495409627599,11.846495409627599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2015,True,48.85450795601327,48.85450795601327,48.85450795601327,48.85450795601327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2016,True,39.822940261798806,39.822940261798806,39.822940261798806,39.822940261798806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2018,,,,,,,,,,,,,,,No path between A407 and A2018.
A407,A202 Clayton Rd,True,17.89342410498141,17.89342410498141,17.89342410498141,17.89342410498141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A202/A203,True,12.660313182706295,12.660313182706295,12.660313182706295,12.660313182706295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2022,True,34.191479926197864,34.191479926197864,34.191479926197864,34.191479926197864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A203,True,14.847793212165572,14.847793212165572,14.847793212165572,14.847793212165572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A203 Stockwell Rd,True,15.45296535309255,15.45296535309255,15.45296535309255,15.45296535309255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2039 Park Hill Rd,True,32.56133271364974,32.56133271364974,32.56133271364974,32.56133271364974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A204/A2217,True,15.739881758727888,15.739881758727888,15.739881758727888,15.739881758727888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A2041,,,,,,,,,,,,,,,No path between A407 and A2041.
A407,A2043,True,38.125301373696004,38.125301373696004,38.125301373696004,38.125301373696004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A205,True,18.586374129224662,18.586374129224662,18.586374129224662,18.586374129224662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A205 Clapham Common West Side,,,,,,,,,,,,,,,No path between A407 and A205 Clapham Common West Side.
A407,A205 Grand Depot Rd,True,39.45199313495938,39.45199313495938,39.45199313495938,39.45199313495938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A205 John Wilson St,True,39.634433898631414,39.634433898631414,39.634433898631414,39.634433898631414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A205 Plassy Road,True,48.00240499919046,48.00240499919046,48.00240499919046,48.00240499919046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A205/A20,True,44.793316975424034,44.793316975424034,44.793316975424034,44.793316975424034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A206,True,40.7321504729466,40.7321504729466,40.7321504729466,40.7321504729466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A206 Pettman Crescent,True,40.47864200942832,40.47864200942832,40.47864200942832,40.47864200942832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A207,,,,,,,,,,,,,,,No path between A407 and A207.
A407,A207 Albion Rd,,,,,,,,,,,,,,,No path between A407 and A207 Albion Rd.
A407,A207 Roman Way,,,,,,,,,,,,,,,No path between A407 and A207 Roman Way.
A407,A207 Shooters Hill Rd,True,40.39532821446884,40.39532821446884,40.39532821446884,40.39532821446884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A208,True,45.80649729651972,45.80649729651972,45.80649729651972,45.80649729651972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A21,True,46.405557981742774,46.405557981742774,46.405557981742774,46.405557981742774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A407,A210,True,44.583810108286215,44.583810108286215,44.583810108286215,44.583810108286215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
