src,dst,length_km,n_rows,hotspot_rate,weight_km,penalty_km
A3220 Addison Crescent,A315,0.5,252,0.0,0.5,0.0
A3220 Battersea Bridge Rd,A3031,0.25,144,0.0,0.25,0.0
A3220 Edith grove,A3212,0.5,432,0.0,0.5,0.0
A4,A3044,1.7999999999999998,288,0.0,1.7999999999999998,0.0
A4,A315,0.8,216,0.0,0.8,0.0
A4,A3218,0.7,216,0.0,0.7,0.0
A4,M4 J3,1.8210526315789477,1368,0.0,1.8210526315789477,0.0
A4 Hyde Park Corner,Marble Arch,1.4,1440,0.5217391304347826,2.860869565217391,1.4608695652173913
A4(T),A312,2.6,432,0.0,2.6,0.0
A4(T),A315,0.8,288,0.0,0.8,0.0
A4(T),A408,2.2,432,0.0,2.2,0.0
A4/A205,A4000,1.1,648,0.6521739130434783,2.5347826086956524,1.4347826086956523
A40,A4000 Wales Farm Rd,0.5,36,0.0,0.5,0.0
A40,A501,1.3,504,0.0,1.3,0.0
A40,A5204,0.5,216,0.0,0.5,0.0
A40,Uxbridge Rd,1.1,144,0.0,1.1,0.0
A40(T),A4090,2.0,360,0.0,2.0,0.0
A40(T),B466 Ickenham Rd,3.611111111111111,648,0.0,3.611111111111111,0.0
A400,A4200,0.4,720,0.0,0.4,0.0
A400,A5202,0.22,360,0.0,0.22,0.0
A400,Bloomsbury St,0.3,216,0.0,0.3,0.0
A400/A503,Castlehaven Road,0.4,108,0.0,0.4,0.0
A4000,A4000,0.1999999999999999,648,0.0,0.1999999999999999,0.0
A4000,A4020,1.3,576,0.0,1.3,0.0
A4000,LA Boundary,1.2,1080,0.0,1.2,0.0
A4000 Leamington Park,A40,0.2,144,0.0,0.2,0.0
A4000 Station Rd,A404 Manor Park Road,0.1,144,0.0,0.1,0.0
A4000 Wales Farm Rd,Old Oak Common Lane,0.9,216,0.0,0.9,0.0
A4001,A406(T),3.3,864,0.0,3.3,0.0
A4003,A5,1.3,216,0.0,1.3,0.0
A4005,A4005,0.5333333333333333,432,0.0,0.5333333333333333,0.0
A4005,A4089,1.125,288,0.0,1.125,0.0
A4005,A410,3.2,432,0.0,3.2,0.0
A4005,A4127,1.9,360,0.0,1.9,0.0
A4008,A409,1.12,360,0.0,1.12,0.0
A401,Acton St,0.6,360,0.0,0.6,0.0
A402,A4207,0.7333333333333334,216,0.0,0.7333333333333334,0.0
A402 Goldhawk Rd,A315 Studland St,0.8,216,0.0,0.8,0.0
A4020,A3002,0.3,144,0.0,0.3,0.0
A4020,A40,2.2,648,0.0,2.2,0.0
A4020,A40(T),3.12,720,0.0,3.12,0.0
A4020,A402,0.284,180,0.0,0.284,0.0
A404,A40,2.1,648,0.0,2.1,0.0
A404,A4008,1.8125,576,0.0,1.8125,0.0
A404,A4088,2.25,1728,0.0,2.25,0.0
A404,A4089,3.3,792,0.0,3.3,0.0
A404,A4127,1.2,216,0.0,1.2,0.0
A404,A479,1.5,216,0.0,1.5,0.0
A404,LA Boundary,1.2,288,0.0,1.2,0.0
A404 Craven Park Road,A404 High Street Harlesden,0.5,144,0.0,0.5,0.0
A404 Manor Park Road,Tubbs Road,0.4,216,0.0,0.4,0.0
A406,A1000,1.7,288,0.0,1.7,0.0
A406,A1037,0.725,288,0.0,0.725,0.0
A406,A105,2.3,576,0.0,2.3,0.0
A406,A123/A1400,1.6125,576,0.0,1.6125,0.0
A406,A407,1.7272727272727273,792,0.0,1.7272727272727273,0.0
A406,A504,1.3652173913043475,1656,0.0,1.3652173913043475,0.0
A406,A598 Regent's Park Road,0.356,1800,0.0,0.356,0.0
A406,High St,1.1,216,0.0,1.1,0.0
A406,M1 spur,4.1,576,0.0,4.1,0.0
A406 spur,A1003,1.1,360,0.0,1.1,0.0
A406 spur,LA Boundary,2.6,1368,0.0,2.6,0.0
A406(T),A110,4.314285714285714,1512,0.0,4.314285714285714,0.0
A406(T),A4000 Gunnersbury Lane,1.2,360,0.0,1.2,0.0
A406/A10,A105,1.4,360,0.0,1.4,0.0
A407,A404 split,0.3,216,0.0,0.3,0.0
A407,A406,2.1,1512,0.0,2.1,0.0
A407,A5,2.1,288,0.0,2.1,0.0
A408,A437,1.1,432,0.0,1.1,0.0
A4088,A4006 Kingsbury Rd,2.5,360,0.0,2.5,0.0
A4088 Neasden Lane North,A5,1.9,1080,0.0,1.9,0.0
A4089,A4089,0.5,288,0.0,0.5,0.0
A4089,A4090,1.2,432,0.0,1.2,0.0
A409,A4127,1.41,720,0.0,1.41,0.0
A409,A4140,2.2,432,0.0,2.2,0.0
A4090,A4005,1.6,720,0.0,1.6,0.0
A4090,A4090,0.3,288,0.0,0.3,0.0
A41,A41,0.2,288,0.0,0.2,0.0
A41,A5,1.7999999999999998,288,0.0,1.7999999999999998,0.0
A41,A5205,0.7,504,0.0,0.7,0.0
A41,A598,0.5,216,0.0,0.5,0.0
A41,LA Boundary,1.5,504,0.5217391304347826,3.065217391304348,1.5652173913043481
A41(T),A407,0.4,216,0.0,0.4,0.0
A410,A4140,2.5,360,0.0,2.5,0.0
A410,A5100,1.5,360,0.0,1.5,0.0
A410,Headstone Lane,2.0,288,0.0,2.0,0.0
A410,LA Boundary,1.8555555555555556,648,0.0,1.8555555555555556,0.0
A411 Barnet Road,A5135 Elstree Way,1.5375,1152,0.0,1.5375,0.0
A4125,LA Boundary,1.22,360,0.0,1.22,0.0
A4127,A312,1.4,288,0.0,1.4,0.0
A4127,A406(T),3.9,1440,0.0,3.9,0.0
A4140,A4140,0.2,288,0.0,0.2,0.0
A4140,A5,2.52,360,0.0,2.52,0.0
A4180,A40,1.2615384615384615,936,0.5652173913043478,2.6876254180602004,1.426086956521739
A4180,A4125,1.9166666666666667,432,0.0,1.9166666666666667,0.0
A4201,LA Boundary,0.4,288,0.0,0.4,0.0
A4205,A40,0.3,72,0.0,0.3,0.0
A4206,A4204 roundabout,0.2,360,0.0,0.2,0.0
A437,A4180,2.5,1368,0.0,2.5,0.0
A437,A437,0.3,360,0.0,0.3,0.0
A437,LA Boundary,1.2,432,0.0,1.2,0.0
A5,A41,0.4,576,0.0,0.4,0.0
A5,A5100,1.7,288,0.0,1.7,0.0
A5,A5109,1.9,432,0.0,1.9,0.0
A5,M1 roundabout,0.3,504,0.0,0.3,0.0
A5/A4209,Marylebone Rd,0.3,288,0.0,0.3,0.0
A5000,A1003,1.8,360,0.0,1.8,0.0
A501,A1,0.575,288,0.0,0.575,0.0
A501,A1202,0.1999999999999999,648,0.0,0.1999999999999999,0.0
A501,A41 Park Rd,0.5,144,0.0,0.5,0.0
A501,A4201,0.2,792,0.0,0.2,0.0
A501,Harrington Sq,0.9,360,0.0,0.9,0.0
A501,Prince Albert Road,1.5,288,0.0,1.5,0.0
A501 Pentonville Road,A104 Islington Green,0.5,360,0.0,0.5,0.0
A502,A1,1.1708333333333334,1728,1.0,3.5125,2.341666666666667
A502,Delancey St,0.2,144,0.0,0.2,0.0
A502/A503,A502,0.4,144,0.0,0.4,0.0
A503,A104,2.1384615384615384,936,0.5217391304347826,4.36989966555184,2.231438127090301
A503,A406,0.5214285714285715,1008,0.0,0.5214285714285715,0.0
A503,A503,0.3,216,0.0,0.3,0.0
A503,B540,1.7999999999999998,288,0.0,1.7999999999999998,0.0
A503,LA Boundary,1.0846153846153848,936,0.0,1.0846153846153848,0.0
A503,St Pancras Way,0.3,180,0.0,0.3,0.0
A503 Camden Road,A503 Seven Sisters/Parkhurst Road,0.2,504,0.0,0.2,0.0
A503 Seven Sisters/Parkhurst Road,A400 Pemberton Gardens,1.1,432,0.0,1.1,0.0
A503/A504,A1055,0.6,360,0.0,0.6,0.0
A504,A1080,0.2,288,0.0,0.2,0.0
A504,A5000,0.5,288,0.0,0.5,0.0
A504,LA Boundary,0.8,360,0.0,0.8,0.0
A5100,A41/A5109,0.9,1080,0.0,0.9,0.0
A5100,A5109,0.5,360,0.0,0.5,0.0
A5150,M1,1.5,936,0.0,1.5,0.0
A5200,Caledonian Rd,0.3,144,0.0,0.3,0.0
A5201,A401,0.4,432,0.0,0.4,0.0
A5201,LA Boundary,0.7,288,0.0,0.7,0.0
A5202,St Pancras Way,0.1,360,0.0,0.1,0.0
A5203,LA Boundary,1.45,288,0.0,1.45,0.0
A5204,A501,0.74,540,0.0,0.74,0.0
A5204,Marble Arch,0.2,432,0.0,0.2,0.0
A598,A109/A5109,1.7,576,0.0,1.7,0.0
A598,A406,1.6,288,0.0,1.6,0.0
A598,A407,0.5,504,0.0,0.5,0.0
Adelaide Rd roundabout,A598,2.5,792,0.0,2.5,0.0
Adelaide Road roundabout,A598,2.5,504,0.0,2.5,0.0
Aldersbrook Rd,Bush Rd,0.6,432,0.0,0.6,0.0
Aldwych,LA Boundary,0.3,360,0.0,0.3,0.0
Also Whitehall Road  coveres this A Junction,LA Boundary,1.1,144,0.0,1.1,0.0
AlsoWhitehall Road  coveres this A jct,LA Boundary,1.1,144,0.0,1.1,0.0
Amersham Rd,A2210,1.6,504,0.0,1.6,0.0
B102,A104,0.7,288,0.0,0.7,0.0
B126 Prescot St,A13/A11 mid-junction,0.4,144,0.0,0.4,0.0
B155,A10,1.7,288,0.0,1.7,0.0
B202,A101,1.0,360,0.0,1.0,0.0
B210,A2211,0.4,432,0.0,0.4,0.0
B2230,A232,2.3,648,0.0,2.3,0.0
B229,A205,0.4,288,0.0,0.4,0.0
B274,A232,0.6333333333333333,216,0.0,0.6333333333333333,0.0
B302,A3213,0.9,216,0.0,0.9,0.0
B306,A219,1.92,360,0.0,1.92,0.0
B363,A310,1.2,288,0.0,1.2,0.0
B414,A5205,1.3,432,0.0,1.3,0.0
B458,A409/A4006 roundabout,0.52,360,0.0,0.52,0.0
B467 Harefield Rd,A4007/Hillingdon Rd roundabout,0.4,144,0.0,0.4,0.0
B467 Harefield Rd,A4007/Hillingdon Road roundabout,0.4666666666666667,216,0.0,0.4666666666666667,0.0
B512,A503,0.8500000000000001,144,0.0,0.8500000000000001,0.0
B540,A1201,0.5,288,0.0,0.5,0.0
Baker St,Park Crescent (mid-junction),0.8,1152,0.0,0.8,0.0
Barnet Lane,A1000/A109,2.0,576,0.0,2.0,0.0
Baston Rd,Oakley Rd,1.0,432,0.0,1.0,0.0
Bell Rd,School Rd/High St,0.6,216,0.0,0.6,0.0
Bishopsgate,A501,0.5,432,0.0,0.5,0.0
Brixton Rd,Kennington Rd,0.2,720,0.0,0.2,0.0
Camden Park Rd,A5200,0.1,288,0.0,0.1,0.0
Chalk Farm Road,A400,0.4,144,0.0,0.4,0.0
Charing Cross Road,Shaftesbury Ave,0.3,72,0.0,0.3,0.0
Charlton Church Lane,A2204,2.3,576,0.0,2.3,0.0
Cheyne Walk,King's Road,0.3,216,0.0,0.3,0.0
Church Street,A105,0.6,216,0.0,0.6,0.0
"Churchill Way, Biggin Hill",Downe Road,3.6,504,0.0,3.6,0.0
City Road,East Road,0.3,144,0.0,0.3,0.0
City Road,Vestry Srreet,0.3,72,0.0,0.3,0.0
Clerkenwell Rd,Acton St,0.8,288,0.0,0.8,0.0
Courtland Avenue,A411 Barnet Road,1.8176470588235296,1224,0.0,1.8176470588235296,0.0
Crown Rd,A305,0.6,216,0.0,0.6,0.0
Crucifix Lane,A100,0.2,144,0.0,0.2,0.0
Delancey St,Hampstead Rd,0.3,180,0.0,0.3,0.0
Downs Rd,Lea Bridge Rd,0.3,288,0.6521739130434783,0.691304347826087,0.391304347826087
Dreadnought Street,LA Boundary,1.4,1152,0.0,1.4,0.0
Druid St,A2205,0.3,180,0.0,0.3,0.0
Durham St,Camberwell Rd,0.6,360,0.0,0.6,0.0
Earl's Court Rd,Thurloe Place,1.6999999999999995,1224,0.6956521739130435,4.065217391304347,2.3652173913043475
Elephant And Castle,A302,0.4,288,0.0,0.4,0.0
Epsom Rd,Croydon Rd,0.1,432,0.0,0.1,0.0
Euston Rd,A5203,0.3,144,0.0,0.3,0.0
Farringdon St,High Holborn,0.3666666666666667,216,0.0,0.3666666666666667,0.0
Ferry Street,A1261,2.725,288,0.0,2.725,0.0
Fish St Hill,LA Boundary,0.6,936,0.0,0.6,0.0
Forest Side,LA Boundary,0.8,288,0.0,0.8,0.0
Francis Rd,A11,1.9,144,0.0,1.9,0.0
Gainsborough Rd,Bush Rd,0.3,144,0.0,0.3,0.0
Gloucester Place,Marylebone Rd,0.5,144,0.0,0.5,0.0
Gray's Inn Rd,King's Cross Rd,0.3,144,0.0,0.3,0.0
Gray's Inn Rd,King's Cross Road,0.3,144,0.0,0.3,0.0
Gray's Inn Rd,LA Boundary,0.4,360,0.0,0.4,0.0
Hampstead Rd,A4200,0.2,144,0.0,0.2,0.0
Herbert Rd,A41,1.0,216,0.0,1.0,0.0
Hillmarton Rd,A1 Holloway rd,0.7,180,0.0,0.7,0.0
Hobart Place,A3214,0.4,108,0.0,0.4,0.0
Horse Guards Road,Parliament Sq,0.3,360,0.0,0.3,0.0
Houndsditch,LA Boundary,0.6,216,0.0,0.6,0.0
Hyde Park Corner,St James St,0.9,864,0.5217391304347826,1.839130434782609,0.9391304347826089
Isledon Rd,Stroud Green Rd/Blackstock Rd,0.3,360,0.0,0.3,0.0
Kentish Town Rd,Bayham St,0.1,180,0.0,0.1,0.0
King's Cross Rd,Penton Rise,0.4,360,0.0,0.4,0.0
LA Boundary,29,4.6,1080,0.0,4.6,0.0
LA Boundary,4,2.622727272727273,1584,0.0,2.622727272727273,0.0
LA Boundary,A10,1.3,504,0.0,1.3,0.0
LA Boundary,A1000,3.1,432,0.0,3.1,0.0
LA Boundary,A1000 Cherry Tree Hill,1.8,432,0.0,1.8,0.0
LA Boundary,A1008,0.7,1368,0.0,0.7,0.0
LA Boundary,A103,0.4,216,0.0,0.4,0.0
LA Boundary,A1055,1.6,360,0.0,1.6,0.0
LA Boundary,A1055 Conduit Lane,0.7,432,0.0,0.7,0.0
LA Boundary,A106,2.1,72,0.0,2.1,0.0
LA Boundary,A11,0.7999999999999999,324,0.0,0.7999999999999999,0.0
LA Boundary,A116,0.98,360,0.0,0.98,0.0
LA Boundary,A1210/A1211,0.5,144,0.0,0.5,0.0
LA Boundary,A124,1.9285714285714288,1512,0.0,1.9285714285714288,0.0
LA Boundary,A125,2.0,360,0.0,2.0,0.0
LA Boundary,A200,0.1,144,0.0,0.1,0.0
LA Boundary,A201,0.2,360,0.6086956521739131,0.44347826086956527,0.24347826086956526
LA Boundary,A201 Blackfriars Bridge,0.5,1080,0.0,0.5,0.0
LA Boundary,A2043,1.0,360,0.0,1.0,0.0
LA Boundary,A221,2.6000000000000005,1584,0.0,2.6000000000000005,0.0
LA Boundary,A2214,0.2,288,0.0,0.2,0.0
LA Boundary,A2216,0.8,432,0.0,0.8,0.0
LA Boundary,A2217,0.5,360,0.0,0.5,0.0
LA Boundary,A222,2.0,288,0.0,2.0,0.0
LA Boundary,A223,2.3,936,0.0,2.3,0.0
LA Boundary,A232,3.1,576,0.0,3.1,0.0
LA Boundary,A234,0.3,288,0.0,0.3,0.0
LA Boundary,A238,4.1,576,0.0,4.1,0.0
LA Boundary,A239,1.5,504,0.0,1.5,0.0
LA Boundary,A239 Central Rd,0.6399999999999999,360,0.0,0.6399999999999999,0.0
LA Boundary,A3,1.925,576,0.0,1.925,0.0
LA Boundary,A3(T),1.1428571428571428,504,0.0,1.1428571428571428,0.0
LA Boundary,A3004,1.3,504,0.0,1.3,0.0
LA Boundary,A3036,0.1,504,0.0,0.1,0.0
LA Boundary,A3044,0.6,216,0.0,0.6,0.0
LA Boundary,A3063,1.5,288,0.0,1.5,0.0
LA Boundary,A307,0.6,432,0.0,0.6,0.0
LA Boundary,A308,1.619047619047619,1512,0.0,1.619047619047619,0.0
LA Boundary,A312,3.1,360,0.0,3.1,0.0
LA Boundary,A312 Church Rd,1.3,1440,0.0,1.3,0.0
LA Boundary,A314,1.6,936,0.0,1.6,0.0
LA Boundary,A3200,0.53,720,0.0,0.53,0.0
LA Boundary,A3211,0.2,288,0.0,0.2,0.0
LA Boundary,A3220,0.3,288,0.0,0.3,0.0
LA Boundary,A3220 Prince of Wales Drive,0.8,288,0.0,0.8,0.0
LA Boundary,A4,1.3,1440,0.0,1.3,0.0
LA Boundary,A4/A3216,1.7,432,0.0,1.7,0.0
LA Boundary,A40,0.3,504,0.0,0.3,0.0
LA Boundary,A4005,0.7,360,0.0,0.7,0.0
LA Boundary,A4006,0.3,288,0.0,0.3,0.0
LA Boundary,A404,1.0363636363636364,1584,0.5217391304347826,2.1177865612648223,1.081422924901186
LA Boundary,A406,0.75,1008,0.0,0.75,0.0
LA Boundary,A4089,0.6,432,0.0,0.6,0.0
LA Boundary,A4180,0.7,360,0.0,0.7,0.0
LA Boundary,A4207,1.1,360,0.0,1.1,0.0
LA Boundary,A503,0.2,144,0.0,0.2,0.0
LA Boundary,A504,0.6,216,0.0,0.6,0.0
LA Boundary,A5201,0.4,432,0.0,0.4,0.0
LA Boundary,Ambleside Ave,0.3,288,0.0,0.3,0.0
LA Boundary,B280,1.7,504,0.0,1.7,0.0
LA Boundary,Camden Rd,0.4,108,0.0,0.4,0.0
LA Boundary,Ecclestone St,0.5,216,0.0,0.5,0.0
LA Boundary,High Holborn,0.6,216,0.0,0.6,0.0
LA Boundary,Holborn Circus,0.3,432,0.0,0.3,0.0
LA Boundary,LA Boundary,2.102777777777778,2592,0.0,2.102777777777778,0.0
LA Boundary,Southend Road (North Cicular Road),1.4,1368,0.0,1.4,0.0
LA Boundary,West Green Rd,1.725,576,0.0,1.725,0.0
LA Boundary,Westbourne St/Lancaster Terrace,1.3,504,0.0,1.3,0.0
LA Boundary,Wood Lane / Shepherd's Bush Green,1.5,648,0.0,1.5,0.0
LA Boundary,slip roads to A219,1.4,1440,0.0,1.4,0.0
LA boundary,A123/A1153,2.1,1296,0.0,2.1,0.0
LA boundary,A124,3.3166666666666664,864,0.0,3.3166666666666664,0.0
LA boundary,A125,1.9,432,0.0,1.9,0.0
LA boundary,Leyton Rd,0.2,288,0.0,0.2,0.0
LABoundary,LA Boundary,1.5,576,0.0,1.5,0.0
Lower Sunbury Rd,A3008,0.4,360,0.6521739130434783,0.9217391304347826,0.5217391304347826
M1 main route,A41,0.6,288,0.0,0.6,0.0
M1 roundabout,A41,0.9000000000000001,792,0.0,0.9000000000000001,0.0
M11,A12/A123,2.9,720,0.0,2.9,0.0
M25,A223,3.7,1080,0.0,3.7,0.0
M25 Jct 4,A3044,1.3,504,0.0,1.3,0.0
M25 Junction 4,A3044,1.3,144,0.0,1.3,0.0
M4,A312 North Hyde Rd,0.7625,1152,0.0,0.7625,0.0
M4,A316,1.8142857142857145,1008,0.0,1.8142857142857145,0.0
M4 jn2,A406,1.1333333333333333,864,0.0,1.1333333333333333,0.0
Major Rd,A11,0.7,216,0.0,0.7,0.0
Middle Lane,Church Lane,0.9,360,0.0,0.9,0.0
Mile End Rd,Bethnal Green Rd,0.9,360,0.0,0.9,0.0
Monument Way/Ferry Lane roundabout,LA Boundary,2.3,720,0.0,2.3,0.0
Morval Rd roundabout,A215,0.72,144,0.0,0.72,0.0
Morval Road roundabout,A215,0.7,144,0.0,0.7,0.0
Morval Road roundabout,St Matthews Rd,0.49,216,0.0,0.49,0.0
New  Wanstead,M11,1.925,576,0.0,1.925,0.0
Newgate St,A1,0.4,144,0.0,0.4,0.0
Northumberland Ave,A301,0.7,432,0.0,0.7,0.0
Old Marylebone Rd,A41 Gloucester Place,0.4,864,0.0,0.4,0.0
Old Oak Common Lane,LA Boundary,0.6,216,0.0,0.6,0.0
Orchard St,Regent St,0.8,288,0.0,0.8,0.0
Pall Mall,Piccadilly Circus,0.3,144,0.0,0.3,0.0
Parkway,Camden High St,0.4,144,0.0,0.4,0.0
Pembroke Rd,A315,0.5,144,0.0,0.5,0.0
Penton Rise,A1,0.6,576,0.0,0.6,0.0
Piccadilly Circus,A40,0.9,648,0.0,0.9,0.0
Piccadilly Circus,A400,0.5,432,0.0,0.5,0.0
Piccadilly Circus,Pall Mall East,0.4,180,0.0,0.4,0.0
Praed St,A501/A4209,0.2,504,0.5217391304347826,0.4086956521739131,0.20869565217391312
Procter St,Gray's Inn Rd,0.5,432,0.0,0.5,0.0
Provost Street,East Road,0.1,432,0.0,0.1,0.0
Quinta Drive,A1000,2.1,648,0.0,2.1,0.0
Rom Valley Way,Upper Rainham Rd roundabout,0.3,216,0.0,0.3,0.0
Rom Valley Way,Upper Rainham Road roundabout,0.3,144,0.0,0.3,0.0
Royal College St,Camden Rd,0.3,144,0.0,0.3,0.0
Royal College St,LA Boundary,1.4,360,0.0,1.4,0.0
Rye Lane,A202 Clayton St,0.3,288,0.0,0.3,0.0
Shaftesbury Ave,Southampton Place,0.3,252,0.0,0.3,0.0
Snaresbrook Rd,A104 roundabout,2.6,432,0.0,2.6,0.0
St Botolph St roundabout,Outwich St,0.4,144,0.0,0.4,0.0
St Bride St,LA Boundary,0.4,288,0.0,0.4,0.0
St James St,Regent Street/ Picc Circus,0.5,432,0.0,0.5,0.0
Station Rd,A222,0.4,216,0.0,0.4,0.0
Steyne Rd/Horn Lane junction,A4000 Leamington Park,1.3,288,0.0,1.3,0.0
Sussex Gdns,Seymour St,0.6,576,0.0,0.6,0.0
Swinton St,Pentonville Rd,0.3,216,0.0,0.3,0.0
The Highway,A232,1.1,504,0.0,1.1,0.0
Tooting Bec Rd,A216,0.3,108,0.0,0.3,0.0
Victoria St/Wilton Rd,Wilton Rd,0.2,108,0.0,0.2,0.0
Well St,Graham Rd,0.8,216,0.0,0.8,0.0
Welling Way,A209,0.9,216,0.0,0.9,0.0
Westbourne Street,Marble Arch,1.1,576,0.0,1.1,0.0
Weymouth Terrace/LA Boundary,A107,1.1,288,0.0,1.1,0.0
Wheatfield Way,A307,0.3,180,0.0,0.3,0.0
Whitehall  Road,A121,0.3,288,0.0,0.3,0.0
Wilton Rd/Vauxhall Bridge Rd,Bressenden Place,0.1,180,0.0,0.1,0.0
Wood St,Kingsgate Road Jct,0.1,108,0.0,0.1,0.0
Wood St,Kingsgate Road Junction,0.1,72,0.0,0.1,0.0
York St,Portman Sq (north),0.5,180,0.0,0.5,0.0
