region,from_node,to_node,same_path,short_len_km,short_weight_km,short_penalty_km,short_hot_edges,short_hot_share_pct,short_avg_hotspot,short_max_hotspot,avoid_len_km,avoid_weight_km,avoid_penalty_km,avoid_hot_edges,avoid_hot_share_pct,avoid_avg_hotspot,avoid_max_hotspot,delta_len_km,delta_weight_km,delta_hot_edges,explain_reason,explain_removed_edges,explain_removed_risky_edges,explain_removed_risky_top5
London,A407,A203,False,4.3,5.865217391304348,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,4.565217391304348,4.565217391304348,0.0,0,0.0,0.0,0.0,0.26521739130434785,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A204/A215 roundabout,False,10.6,12.165217391304349,1.5652173913043481,1,16.666666666666664,0.08695652173913043,0.5217391304347826,10.865217391304348,10.865217391304348,0.0,0,0.0,0.0,0.0,0.26521739130434874,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A2043,False,4.9,6.465217391304348,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,5.165217391304347,5.165217391304347,0.0,0,0.0,0.0,0.0,0.26521739130434696,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A205,False,6.9,8.465217391304348,1.5652173913043481,1,14.285714285714285,0.07453416149068323,0.5217391304347826,7.165217391304347,7.165217391304347,0.0,0,0.0,0.0,0.0,0.26521739130434696,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A205 The Avenue,False,5.1000000000000005,6.908695652173914,1.8086956521739133,2,28.57142857142857,0.1614906832298137,0.6086956521739131,5.3652173913043475,5.608695652173913,0.24347826086956526,1,14.285714285714285,0.08695652173913045,0.6086956521739131,0.26521739130434696,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A206,False,10.0,11.56521739130435,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,10.265217391304349,10.265217391304349,0.0,0,0.0,0.0,0.0,0.26521739130434874,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A208,False,8.7,10.265217391304349,1.5652173913043481,1,12.5,0.06521739130434782,0.5217391304347826,8.965217391304348,8.965217391304348,0.0,0,0.0,0.0,0.0,0.26521739130434874,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A21,False,7.1,8.665217391304347,1.5652173913043481,1,12.5,0.06521739130434782,0.5217391304347826,7.3652173913043475,7.3652173913043475,0.0,0,0.0,0.0,0.0,0.26521739130434785,-1.2999999999999998,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A210,False,7.1000000000000005,8.665217391304349,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,7.3652173913043475,7.3652173913043475,0.0,0,0.0,0.0,0.0,0.26521739130434696,-1.3000000000000016,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A211,False,6.4,7.965217391304348,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,6.665217391304347,6.665217391304347,0.0,0,0.0,0.0,0.0,0.26521739130434696,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A212,False,6.6,8.165217391304349,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,6.8652173913043475,6.8652173913043475,0.0,0,0.0,0.0,0.0,0.26521739130434785,-1.3000000000000016,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
London,A407,A213,False,5.0,6.565217391304349,1.5652173913043481,1,20.0,0.10434782608695652,0.5217391304347826,5.265217391304348,5.265217391304348,0.0,0,0.0,0.0,0.0,0.26521739130434785,-1.3000000000000007,1,Avoid-route changed to bypass higher-risk edges on the shortest route.,3,1,"A41->LA Boundary (risk=0.522, penalty=1.565)"
