step,src,dst,length_km,weight_km,hotspot_rate,is_hotspot,penalty_km,pair_id,route
5,A10,A109,0.5,0.5,0.0,0,0.0,74,avoid_hotspots
6,A109,A110,2.1,2.1,0.0,0,0.0,74,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,75,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,75,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,75,shortest_distance
4,LA Boundary,A106,2.1,2.1,0.0,0,0.0,75,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,75,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,75,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,75,avoid_hotspots
4,LA Boundary,A106,2.1,2.1,0.0,0,0.0,75,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,77,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,77,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,77,shortest_distance
4,LA Boundary,A106,2.1,2.1,0.0,0,0.0,77,shortest_distance
5,A106,A107,1.6,1.6,0.0,0,0.0,77,shortest_distance
6,A107,A1205,0.8999999999999999,0.8999999999999999,0.0,0,0.0,77,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,77,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,77,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,77,avoid_hotspots
4,LA Boundary,A106,2.1,2.1,0.0,0,0.0,77,avoid_hotspots
5,A106,A107,1.6,1.6,0.0,0,0.0,77,avoid_hotspots
6,A107,A1205,0.8999999999999999,0.8999999999999999,0.0,0,0.0,77,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,79,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,79,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,79,shortest_distance
4,A112,A104,2.06,4.2095652173913045,0.5217391304347826,1,2.1495652173913045,79,shortest_distance
5,A104,A107 Mare St,0.3,0.3,0.0,0,0.0,79,shortest_distance
6,A107 Mare St,A102,0.3,0.3,0.0,0,0.0,79,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,79,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,79,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,79,avoid_hotspots
4,LA Boundary,A234,0.3,0.3,0.0,0,0.0,79,avoid_hotspots
5,A234,A2015,0.5,0.5,0.0,0,0.0,79,avoid_hotspots
6,A2015,A2218,0.2,0.2,0.0,0,0.0,79,avoid_hotspots
7,A2218,A205,1.9,1.9,0.0,0,0.0,79,avoid_hotspots
8,A205,A2213,0.4,0.4,0.0,0,0.0,79,avoid_hotspots
9,A2213,A102,0.2166666666666666,0.2166666666666666,0.0,0,0.0,79,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,80,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,80,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,80,shortest_distance
4,LA Boundary,A10,1.3,1.3,0.0,0,0.0,80,shortest_distance
5,A10,A109,0.5,0.5,0.0,0,0.0,80,shortest_distance
6,A109,A1110,0.7,0.7,0.0,0,0.0,80,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,80,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,80,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,80,avoid_hotspots
4,LA Boundary,A10,1.3,1.3,0.0,0,0.0,80,avoid_hotspots
5,A10,A109,0.5,0.5,0.0,0,0.0,80,avoid_hotspots
6,A109,A1110,0.7,0.7,0.0,0,0.0,80,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,81,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,81,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,81,shortest_distance
4,LA Boundary,A11,0.7999999999999999,0.7999999999999999,0.0,0,0.0,81,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,81,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,81,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,81,avoid_hotspots
4,LA Boundary,A11,0.7999999999999999,0.7999999999999999,0.0,0,0.0,81,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,82,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,82,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,82,shortest_distance
4,LA Boundary,A11,0.7999999999999999,0.7999999999999999,0.0,0,0.0,82,shortest_distance
5,A11,B142,0.5,0.5,0.0,0,0.0,82,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,82,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,82,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,82,avoid_hotspots
4,LA Boundary,A11,0.7999999999999999,0.7999999999999999,0.0,0,0.0,82,avoid_hotspots
5,A11,B142,0.5,0.5,0.0,0,0.0,82,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,86,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,86,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,86,shortest_distance
4,LA Boundary,A10,1.3,1.3,0.0,0,0.0,86,shortest_distance
5,A10,A109,0.5,0.5,0.0,0,0.0,86,shortest_distance
6,A109,A110,2.1,2.1,0.0,0,0.0,86,shortest_distance
7,A110,A411,1.1,1.1,0.0,0,0.0,86,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,86,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,86,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,86,avoid_hotspots
4,LA Boundary,A10,1.3,1.3,0.0,0,0.0,86,avoid_hotspots
5,A10,A109,0.5,0.5,0.0,0,0.0,86,avoid_hotspots
6,A109,A110,2.1,2.1,0.0,0,0.0,86,avoid_hotspots
7,A110,A411,1.1,1.1,0.0,0,0.0,86,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,89,shortest_distance
2,A406,A105,2.3,2.3,0.0,0,0.0,89,shortest_distance
3,A105,A1004,1.9,1.9,0.0,0,0.0,89,shortest_distance
4,A1004,A111,0.8,0.8,0.0,0,0.0,89,shortest_distance
5,A111,A110 Cecil Rd/Sydney Rd roundabout,4.3,4.3,0.0,0,0.0,89,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,89,avoid_hotspots
2,A406,A105,2.3,2.3,0.0,0,0.0,89,avoid_hotspots
3,A105,A1004,1.9,1.9,0.0,0,0.0,89,avoid_hotspots
4,A1004,A111,0.8,0.8,0.0,0,0.0,89,avoid_hotspots
5,A111,A110 Cecil Rd/Sydney Rd roundabout,4.3,4.3,0.0,0,0.0,89,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,90,shortest_distance
2,A406,A105,2.3,2.3,0.0,0,0.0,90,shortest_distance
3,A105,A1004,1.9,1.9,0.0,0,0.0,90,shortest_distance
4,A1004,A111,0.8,0.8,0.0,0,0.0,90,shortest_distance
5,A111,A110 Cecil Rd/Sydney Road roundabout,4.3,4.3,0.0,0,0.0,90,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,90,avoid_hotspots
2,A406,A105,2.3,2.3,0.0,0,0.0,90,avoid_hotspots
3,A105,A1004,1.9,1.9,0.0,0,0.0,90,avoid_hotspots
4,A1004,A111,0.8,0.8,0.0,0,0.0,90,avoid_hotspots
5,A111,A110 Cecil Rd/Sydney Road roundabout,4.3,4.3,0.0,0,0.0,90,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,93,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,93,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,93,shortest_distance
4,A112,A106 Grove Green Rd,0.4,0.4,0.0,0,0.0,93,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,93,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,93,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,93,avoid_hotspots
4,A112,A106 Grove Green Rd,0.4,0.4,0.0,0,0.0,93,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,94,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,94,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,94,shortest_distance
4,A112,A117,1.9555555555555555,1.9555555555555555,0.0,0,0.0,94,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,94,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,94,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,94,avoid_hotspots
4,A112,A117,1.9555555555555555,1.9555555555555555,0.0,0,0.0,94,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,95,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,95,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,95,shortest_distance
4,A112,A118,2.0,2.0,0.0,0,0.0,95,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,95,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,95,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,95,avoid_hotspots
4,A112,A118,2.0,2.0,0.0,0,0.0,95,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,96,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,96,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,96,shortest_distance
4,A112,A118,2.0,2.0,0.0,0,0.0,96,shortest_distance
5,A118,A12,1.009090909090909,1.009090909090909,0.0,0,0.0,96,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,96,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,96,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,96,avoid_hotspots
4,A112,A118,2.0,2.0,0.0,0,0.0,96,avoid_hotspots
5,A118,A12,1.009090909090909,1.009090909090909,0.0,0,0.0,96,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,97,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,97,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,97,shortest_distance
4,LA Boundary,A124,1.9285714285714288,1.9285714285714288,0.0,0,0.0,97,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,97,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,97,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,97,avoid_hotspots
4,LA Boundary,A124,1.9285714285714288,1.9285714285714288,0.0,0,0.0,97,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,101,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,101,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,101,shortest_distance
4,LA Boundary,A116,0.98,0.98,0.0,0,0.0,101,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,101,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,101,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,101,avoid_hotspots
4,LA Boundary,A116,0.98,0.98,0.0,0,0.0,101,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,102,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,102,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,103,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,103,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,103,shortest_distance
4,A112,A117,1.9555555555555555,1.9555555555555555,0.0,0,0.0,103,shortest_distance
5,A117,A13(T),2.0,2.0,0.0,0,0.0,103,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,103,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,103,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,103,avoid_hotspots
4,A112,A117,1.9555555555555555,1.9555555555555555,0.0,0,0.0,103,avoid_hotspots
5,A117,A13(T),2.0,2.0,0.0,0,0.0,103,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,104,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,104,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,104,shortest_distance
4,A112,A118,2.0,2.0,0.0,0,0.0,104,shortest_distance
5,A118,LA boundary,2.576923076923077,2.576923076923077,0.0,0,0.0,104,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,104,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,104,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,104,avoid_hotspots
4,A112,A118,2.0,2.0,0.0,0,0.0,104,avoid_hotspots
5,A118,LA boundary,2.576923076923077,2.576923076923077,0.0,0,0.0,104,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,105,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,105,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,105,shortest_distance
4,LA Boundary,A201,0.2,0.44347826086956527,0.6086956521739131,1,0.24347826086956526,105,shortest_distance
5,A201,A1,0.7285714285714285,0.7285714285714285,0.0,0,0.0,105,shortest_distance
6,A1,A1200,0.8,0.8,0.0,0,0.0,105,shortest_distance
7,A1200,A1199,0.9,0.9,0.0,0,0.0,105,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,105,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,105,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,105,avoid_hotspots
4,LA Boundary,A201,0.2,0.44347826086956527,0.6086956521739131,1,0.24347826086956526,105,avoid_hotspots
5,A201,A1,0.7285714285714285,0.7285714285714285,0.0,0,0.0,105,avoid_hotspots
6,A1,A1200,0.8,0.8,0.0,0,0.0,105,avoid_hotspots
7,A1200,A1199,0.9,0.9,0.0,0,0.0,105,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,106,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,106,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,106,shortest_distance
4,LA Boundary,A503,0.2,0.2,0.0,0,0.0,106,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,106,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,106,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,106,avoid_hotspots
4,LA Boundary,A503,0.2,0.2,0.0,0,0.0,106,avoid_hotspots
1,A407,A406,2.1,2.1,0.0,0,0.0,107,shortest_distance
2,A406,A1037,0.725,0.725,0.0,0,0.0,107,shortest_distance
3,A1037,A112,0.7,0.7,0.0,0,0.0,107,shortest_distance
4,A112,A118,2.0,2.0,0.0,0,0.0,107,shortest_distance
5,A118,A12,1.009090909090909,1.009090909090909,0.0,0,0.0,107,shortest_distance
6,A12,A115,1.0,1.0,0.0,0,0.0,107,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,107,avoid_hotspots
2,A406,A1037,0.725,0.725,0.0,0,0.0,107,avoid_hotspots
3,A1037,A112,0.7,0.7,0.0,0,0.0,107,avoid_hotspots
4,A112,A118,2.0,2.0,0.0,0,0.0,107,avoid_hotspots
5,A118,A12,1.009090909090909,1.009090909090909,0.0,0,0.0,107,avoid_hotspots
6,A12,A115,1.0,1.0,0.0,0,0.0,107,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,112,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,112,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,112,shortest_distance
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,112,shortest_distance
5,A40,A5204,0.5,0.5,0.0,0,0.0,112,shortest_distance
6,A5204,A501,0.74,0.74,0.0,0,0.0,112,shortest_distance
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,112,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,112,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,112,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,112,avoid_hotspots
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,112,avoid_hotspots
5,A40,A5204,0.5,0.5,0.0,0,0.0,112,avoid_hotspots
6,A5204,A501,0.74,0.74,0.0,0,0.0,112,avoid_hotspots
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,112,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,113,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,113,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,113,shortest_distance
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,113,shortest_distance
5,A40,A5204,0.5,0.5,0.0,0,0.0,113,shortest_distance
6,A5204,A501,0.74,0.74,0.0,0,0.0,113,shortest_distance
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,113,shortest_distance
8,A1202,A10/A1208,0.2,0.2,0.0,0,0.0,113,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,113,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,113,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,113,avoid_hotspots
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,113,avoid_hotspots
5,A40,A5204,0.5,0.5,0.0,0,0.0,113,avoid_hotspots
6,A5204,A501,0.74,0.74,0.0,0,0.0,113,avoid_hotspots
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,113,avoid_hotspots
8,A1202,A10/A1208,0.2,0.2,0.0,0,0.0,113,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,114,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,114,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,114,shortest_distance
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,114,shortest_distance
5,A40,A5204,0.5,0.5,0.0,0,0.0,114,shortest_distance
6,A5204,A501,0.74,0.74,0.0,0,0.0,114,shortest_distance
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,114,shortest_distance
8,A1202,A101/A126,1.9,1.9,0.0,0,0.0,114,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,114,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,114,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,114,avoid_hotspots
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,114,avoid_hotspots
5,A40,A5204,0.5,0.5,0.0,0,0.0,114,avoid_hotspots
6,A5204,A501,0.74,0.74,0.0,0,0.0,114,avoid_hotspots
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,114,avoid_hotspots
8,A1202,A101/A126,1.9,1.9,0.0,0,0.0,114,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,115,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,115,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,115,shortest_distance
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,115,shortest_distance
5,A40,A5204,0.5,0.5,0.0,0,0.0,115,shortest_distance
6,A5204,A501,0.74,0.74,0.0,0,0.0,115,shortest_distance
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,115,shortest_distance
8,A1202,A1209,0.1,0.1,0.0,0,0.0,115,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,115,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,115,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,115,avoid_hotspots
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,115,avoid_hotspots
5,A40,A5204,0.5,0.5,0.0,0,0.0,115,avoid_hotspots
6,A5204,A501,0.74,0.74,0.0,0,0.0,115,avoid_hotspots
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,115,avoid_hotspots
8,A1202,A1209,0.1,0.1,0.0,0,0.0,115,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,123,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,123,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,123,shortest_distance
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,123,shortest_distance
5,A40,A5204,0.5,0.5,0.0,0,0.0,123,shortest_distance
6,A5204,A501,0.74,0.74,0.0,0,0.0,123,shortest_distance
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,123,shortest_distance
8,A1202,A1209,0.1,0.1,0.0,0,0.0,123,shortest_distance
9,A1209,A1208/A5201,0.3999999999999999,0.3999999999999999,0.0,0,0.0,123,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,123,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,123,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,123,avoid_hotspots
4,LA Boundary,A40,0.3,0.3,0.0,0,0.0,123,avoid_hotspots
5,A40,A5204,0.5,0.5,0.0,0,0.0,123,avoid_hotspots
6,A5204,A501,0.74,0.74,0.0,0,0.0,123,avoid_hotspots
7,A501,A1202,0.1999999999999999,0.1999999999999999,0.0,0,0.0,123,avoid_hotspots
8,A1202,A1209,0.1,0.1,0.0,0,0.0,123,avoid_hotspots
9,A1209,A1208/A5201,0.3999999999999999,0.3999999999999999,0.0,0,0.0,123,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,125,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,125,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,125,shortest_distance
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,125,shortest_distance
5,A222,A123,1.6,1.6,0.0,0,0.0,125,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,125,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,125,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,125,avoid_hotspots
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,125,avoid_hotspots
5,A222,A123,1.6,1.6,0.0,0,0.0,125,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,126,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,126,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,126,shortest_distance
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,126,shortest_distance
5,A222,A123,1.6,1.6,0.0,0,0.0,126,shortest_distance
6,A123,A1153,3.7,3.7,0.0,0,0.0,126,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,126,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,126,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,126,avoid_hotspots
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,126,avoid_hotspots
5,A222,A123,1.6,1.6,0.0,0,0.0,126,avoid_hotspots
6,A123,A1153,3.7,3.7,0.0,0,0.0,126,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,127,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,127,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,127,shortest_distance
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,127,shortest_distance
5,A222,A123,1.6,1.6,0.0,0,0.0,127,shortest_distance
6,A123,Griggs Approach roundabout,0.6333333333333333,0.6333333333333333,0.0,0,0.0,127,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,127,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,127,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,127,avoid_hotspots
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,127,avoid_hotspots
5,A222,A123,1.6,1.6,0.0,0,0.0,127,avoid_hotspots
6,A123,Griggs Approach roundabout,0.6333333333333333,0.6333333333333333,0.0,0,0.0,127,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,132,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,132,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,132,shortest_distance
4,LA Boundary,A125,2.0,2.0,0.0,0,0.0,132,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,132,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,132,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,132,avoid_hotspots
4,LA Boundary,A125,2.0,2.0,0.0,0,0.0,132,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,133,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,133,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,133,shortest_distance
4,LA Boundary,A125,2.0,2.0,0.0,0,0.0,133,shortest_distance
5,A125,A118/A127,3.2,3.2,0.0,0,0.0,133,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,133,avoid_hotspots
2,A406,A504,1.3652173913043475,1.3652173913043475,0.0,0,0.0,133,avoid_hotspots
3,A504,LA Boundary,0.8,0.8,0.0,0,0.0,133,avoid_hotspots
4,LA Boundary,A125,2.0,2.0,0.0,0,0.0,133,avoid_hotspots
5,A125,A118/A127,3.2,3.2,0.0,0,0.0,133,avoid_hotspots
1,A407,A5,2.1,2.1,0.0,0,0.0,144,shortest_distance
2,A5,A41,0.4,0.4,0.0,0,0.0,144,shortest_distance
3,A41,LA Boundary,1.5,3.065217391304348,0.5217391304347826,1,1.5652173913043481,144,shortest_distance
4,LA Boundary,A222,2.0,2.0,0.0,0,0.0,144,shortest_distance
5,A222,A210,1.1,1.1,0.0,0,0.0,144,shortest_distance
6,A210,A2,0.7285714285714285,0.7285714285714285,0.0,0,0.0,144,shortest_distance
1,A407,A406,2.1,2.1,0.0,0,0.0,144,avoid_hotspots
