from_node,to_node,shortest_edges,shortest_total_length_km,shortest_total_weight_km,shortest_hot_edges,shortest_hot_share,shortest_avg_hotspot_rate,shortest_max_hotspot_rate,shortest_total_penalty_km,avoid_edges,avoid_total_length_km,avoid_total_weight_km,avoid_hot_edges,avoid_hot_share,avoid_avg_hotspot_rate,avoid_max_hotspot_rate,avoid_total_penalty_km,same_path,extra_distance_km,hot_edges_reduction,avg_hotspot_reduction
A407,Bugsby's Way,6,10.9,12.465217391304348,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,1.5652173913043481,6,11.2,11.2,0,0.0,0.0,0.0,0.0,False,0.29999999999999893,1,0.08695652173913043
