from_node,to_node,route,step_index,src,dst,length_km,hotspot_rate,weight_km,penalty_km,src_lon,src_lat,dst_lon,dst_lat
A407,14,avoid_hotspots,17,3,A3063,1.6646598020616874,0.0,1.6646598020616874,0.0,-0.349111481,51.4950771,-0.3714873771666667,51.489597233333335
A407,14,avoid_hotspots,18,A3063,A4,0.4743245832229718,0.0,0.4743245832229718,0.0,-0.3714873771666667,51.489597233333335,-0.3783351048275862,51.48946946724138
A407,14,avoid_hotspots,19,A4,A4(T),2.7445979694795324,0.0,2.7445979694795324,0.0,-0.3783351048275862,51.48946946724138,-0.41796882625,51.4890052825
A407,14,avoid_hotspots,20,A4(T),4,1.680425890841284,0.0,1.680425890841284,0.0,-0.41796882625,51.4890052825,-0.44126725425,51.49324189916666
A407,14,avoid_hotspots,21,4,A3044,2.5744466986801218,0.0,2.5744466986801218,0.0,-0.44126725425,51.49324189916666,-0.477552709,51.48818177333333
A407,14,avoid_hotspots,22,A3044,14,2.039362229728284,0.0,2.039362229728284,0.0,-0.477552709,51.48818177333333,-0.503325999,51.47930655
A407,2,shortest_distance,1,A407,M1 roundabout,1.167945481985705,0.0,1.167945481985705,0.0,-0.2144295742857143,51.56499002392857,-0.220962665,51.57467692000001
A407,2,shortest_distance,2,M1 roundabout,Herbert Rd,1.2626650374955624,0.0,1.2626650374955624,0.0,-0.220962665,51.57467692000001,-0.23481803199999998,51.58208015
A407,2,shortest_distance,3,Herbert Rd,A5150,1.4999523516212925,0.0,1.4999523516212925,0.0,-0.23481803199999998,51.58208015,-0.233718296,51.59555223
A407,2,shortest_distance,4,A5150,M1 main route,0.6743635442788054,0.0,0.6743635442788054,0.0,-0.233718296,51.59555223,-0.235508899,51.60151406
A407,2,shortest_distance,5,M1 main route,A5100,2.464697258479298,0.0,2.464697258479298,0.0,-0.235508899,51.60151406,-0.25942793025,51.6179660675
A407,2,shortest_distance,6,A5100,2,1.9030719400126448,0.0,1.9030719400126448,0.0,-0.25942793025,51.6179660675,-0.265291848,51.63468919
A407,2,avoid_hotspots,1,A407,M1 roundabout,1.167945481985705,0.0,1.167945481985705,0.0,-0.2144295742857143,51.56499002392857,-0.220962665,51.57467692000001
A407,2,avoid_hotspots,2,M1 roundabout,Herbert Rd,1.2626650374955624,0.0,1.2626650374955624,0.0,-0.220962665,51.57467692000001,-0.23481803199999998,51.58208015
A407,2,avoid_hotspots,3,Herbert Rd,A5150,1.4999523516212925,0.0,1.4999523516212925,0.0,-0.23481803199999998,51.58208015,-0.233718296,51.59555223
A407,2,avoid_hotspots,4,A5150,M1 main route,0.6743635442788054,0.0,0.6743635442788054,0.0,-0.233718296,51.59555223,-0.235508899,51.60151406
A407,2,avoid_hotspots,5,M1 main route,A5100,2.464697258479298,0.0,2.464697258479298,0.0,-0.235508899,51.60151406,-0.25942793025,51.6179660675
A407,2,avoid_hotspots,6,A5100,2,1.9030719400126448,0.0,1.9030719400126448,0.0,-0.25942793025,51.6179660675,-0.265291848,51.63468919
A407,25,shortest_distance,1,A407,M1 roundabout,1.167945481985705,0.0,1.167945481985705,0.0,-0.2144295742857143,51.56499002392857,-0.220962665,51.57467692000001
A407,25,shortest_distance,2,M1 roundabout,A502,1.4476701551552915,0.0,1.4476701551552915,0.0,-0.220962665,51.57467692000001,-0.20299733346153848,51.58137417538462
A407,25,shortest_distance,3,A502,A504,1.494987415963409,0.0,1.494987415963409,0.0,-0.20299733346153848,51.58137417538462,-0.18322506307692307,51.58683497
A407,25,shortest_distance,4,A504,A406 spur,2.50402452837438,0.0,2.50402452837438,0.0,-0.18322506307692307,51.58683497,-0.16270483875,51.605399055
A407,25,shortest_distance,5,A406 spur,A1003,1.3009773919766512,0.0,1.3009773919766512,0.0,-0.16270483875,51.605399055,-0.14840176581818182,51.61301418090909
A407,25,shortest_distance,6,A1003,A109,1.5912250222810016,0.0,1.5912250222810016,0.0,-0.14840176581818182,51.61301418090909,-0.12535898983333332,51.61321398972222
A407,25,shortest_distance,7,A109,A1004,1.5534047568549207,0.0,1.5534047568549207,0.0,-0.12535898983333332,51.61321398972222,-0.106202103,51.62054043
A407,25,shortest_distance,8,A1004,A111,1.892264549748056,0.0,1.892264549748056,0.0,-0.106202103,51.62054043,-0.09392222585714285,51.63575517142857
A407,25,shortest_distance,9,A111,Church Street,1.822968723308092,0.0,1.822968723308092,0.0,-0.09392222585714285,51.63575517142857,-0.086121006,51.65141847
A407,25,shortest_distance,10,Church Street,25,3.935995929273036,0.0,3.935995929273036,0.0,-0.086121006,51.65141847,-0.05948586799999999,51.68272436
A407,25,avoid_hotspots,1,A407,M1 roundabout,1.167945481985705,0.0,1.167945481985705,0.0,-0.2144295742857143,51.56499002392857,-0.220962665,51.57467692000001
A407,25,avoid_hotspots,2,M1 roundabout,A502,1.4476701551552915,0.0,1.4476701551552915,0.0,-0.220962665,51.57467692000001,-0.20299733346153848,51.58137417538462
A407,25,avoid_hotspots,3,A502,A504,1.494987415963409,0.0,1.494987415963409,0.0,-0.20299733346153848,51.58137417538462,-0.18322506307692307,51.58683497
A407,25,avoid_hotspots,4,A504,A406 spur,2.50402452837438,0.0,2.50402452837438,0.0,-0.18322506307692307,51.58683497,-0.16270483875,51.605399055
A407,25,avoid_hotspots,5,A406 spur,A1003,1.3009773919766512,0.0,1.3009773919766512,0.0,-0.16270483875,51.605399055,-0.14840176581818182,51.61301418090909
A407,25,avoid_hotspots,6,A1003,A109,1.5912250222810016,0.0,1.5912250222810016,0.0,-0.14840176581818182,51.61301418090909,-0.12535898983333332,51.61321398972222
A407,25,avoid_hotspots,7,A109,A1004,1.5534047568549207,0.0,1.5534047568549207,0.0,-0.12535898983333332,51.61321398972222,-0.106202103,51.62054043
A407,25,avoid_hotspots,8,A1004,A111,1.892264549748056,0.0,1.892264549748056,0.0,-0.106202103,51.62054043,-0.09392222585714285,51.63575517142857
A407,25,avoid_hotspots,9,A111,Church Street,1.822968723308092,0.0,1.822968723308092,0.0,-0.09392222585714285,51.63575517142857,-0.086121006,51.65141847
A407,25,avoid_hotspots,10,Church Street,25,3.935995929273036,0.0,3.935995929273036,0.0,-0.086121006,51.65141847,-0.05948586799999999,51.68272436
A407,3,shortest_distance,1,A407,A41(T),1.2526638676309407,0.0,1.2526638676309407,0.0,-0.2144295742857143,51.56499002392857,-0.197086554,51.56172272999999
A407,3,shortest_distance,2,A41(T),Adelaide Rd roundabout,1.6877774339313854,0.0,1.6877774339313854,0.0,-0.197086554,51.56172272999999,-0.18198011800000002,51.54979923
A407,3,shortest_distance,3,Adelaide Rd roundabout,A41,0.8314831585239466,0.0,0.8314831585239466,0.0,-0.18198011800000002,51.54979923,-0.17898772504,51.5425567796
A407,3,shortest_distance,4,A41,B414,1.3238958704953925,0.0,1.3238958704953925,0.0,-0.17898772504,51.5425567796,-0.184883062,51.53122946
A407,3,shortest_distance,5,B414,A4205,1.484099239029587,0.0,1.484099239029587,0.0,-0.184883062,51.53122946,-0.179632358,51.51828862
A407,3,shortest_distance,6,A4205,A4206,1.5145174138509294,0.0,1.5145174138509294,0.0,-0.179632358,51.51828862,-0.195849126,51.50914184
A407,3,shortest_distance,7,A4206,A3220 Addison Crescent,1.486555208911798,0.0,1.486555208911798,0.0,-0.195849126,51.50914184,-0.207813684,51.49803949
A407,3,shortest_distance,8,A3220 Addison Crescent,A219/A4,0.6940088763577961,0.0,0.6940088763577961,0.0,-0.207813684,51.49803949,-0.215210811,51.493826821999996
A407,3,shortest_distance,9,A219/A4,A315 Studland St,0.9892833339295573,0.0,0.9892833339295573,0.0,-0.215210811,51.493826821999996,-0.22937439799999998,51.49264764
A407,3,shortest_distance,10,A315 Studland St,A402 Goldhawk Rd,1.0171329534026714,0.0,1.0171329534026714,0.0,-0.22937439799999998,51.49264764,-0.244008056,51.4934611
A407,3,shortest_distance,11,A402 Goldhawk Rd,A3003,1.9847240518911544,0.0,1.9847240518911544,0.0,-0.244008056,51.4934611,-0.2567152768,51.477461918
A407,3,shortest_distance,12,A3003,A3000,1.9729760534366785,0.0,1.9729760534366785,0.0,-0.2567152768,51.477461918,-0.274130443,51.49150530375
A407,3,shortest_distance,13,A3000,M4 jn2,0.8348431508344388,0.0,0.8348431508344388,0.0,-0.274130443,51.49150530375,-0.28605675174999995,51.49261411916667
A407,3,shortest_distance,14,M4 jn2,A3002,1.6171364307105809,0.0,1.6171364307105809,0.0,-0.28605675174999995,51.49261411916667,-0.30928513494444443,51.494148314444445
A407,3,shortest_distance,15,A3002,A4001,2.227277855027226,0.0,2.227277855027226,0.0,-0.30928513494444443,51.494148314444445,-0.329854007,51.5095521
A407,3,shortest_distance,16,A4001,3,2.0898274934005503,0.0,2.0898274934005503,0.0,-0.329854007,51.5095521,-0.349111481,51.4950771
A407,3,avoid_hotspots,1,A407,A41(T),1.2526638676309407,0.0,1.2526638676309407,0.0,-0.2144295742857143,51.56499002392857,-0.197086554,51.56172272999999
A407,3,avoid_hotspots,2,A41(T),Adelaide Rd roundabout,1.6877774339313854,0.0,1.6877774339313854,0.0,-0.197086554,51.56172272999999,-0.18198011800000002,51.54979923
A407,3,avoid_hotspots,3,Adelaide Rd roundabout,A41,0.8314831585239466,0.0,0.8314831585239466,0.0,-0.18198011800000002,51.54979923,-0.17898772504,51.5425567796
A407,3,avoid_hotspots,4,A41,B414,1.3238958704953925,0.0,1.3238958704953925,0.0,-0.17898772504,51.5425567796,-0.184883062,51.53122946
A407,3,avoid_hotspots,5,B414,A4205,1.484099239029587,0.0,1.484099239029587,0.0,-0.184883062,51.53122946,-0.179632358,51.51828862
A407,3,avoid_hotspots,6,A4205,A4206,1.5145174138509294,0.0,1.5145174138509294,0.0,-0.179632358,51.51828862,-0.195849126,51.50914184
A407,3,avoid_hotspots,7,A4206,A3220 Addison Crescent,1.486555208911798,0.0,1.486555208911798,0.0,-0.195849126,51.50914184,-0.207813684,51.49803949
A407,3,avoid_hotspots,8,A3220 Addison Crescent,A219/A4,0.6940088763577961,0.0,0.6940088763577961,0.0,-0.207813684,51.49803949,-0.215210811,51.493826821999996
A407,3,avoid_hotspots,9,A219/A4,A315 Studland St,0.9892833339295573,0.0,0.9892833339295573,0.0,-0.215210811,51.493826821999996,-0.22937439799999998,51.49264764
A407,3,avoid_hotspots,10,A315 Studland St,A402 Goldhawk Rd,1.0171329534026714,0.0,1.0171329534026714,0.0,-0.22937439799999998,51.49264764,-0.244008056,51.4934611
A407,3,avoid_hotspots,11,A402 Goldhawk Rd,A3003,1.9847240518911544,0.0,1.9847240518911544,0.0,-0.244008056,51.4934611,-0.2567152768,51.477461918
A407,3,avoid_hotspots,12,A3003,A3000,1.9729760534366785,0.0,1.9729760534366785,0.0,-0.2567152768,51.477461918,-0.274130443,51.49150530375
A407,3,avoid_hotspots,13,A3000,M4 jn2,0.8348431508344388,0.0,0.8348431508344388,0.0,-0.274130443,51.49150530375,-0.28605675174999995,51.49261411916667
A407,3,avoid_hotspots,14,M4 jn2,A3002,1.6171364307105809,0.0,1.6171364307105809,0.0,-0.28605675174999995,51.49261411916667,-0.30928513494444443,51.494148314444445
A407,3,avoid_hotspots,15,A3002,A4001,2.227277855027226,0.0,2.227277855027226,0.0,-0.30928513494444443,51.494148314444445,-0.329854007,51.5095521
A407,3,avoid_hotspots,16,A4001,3,2.0898274934005503,0.0,2.0898274934005503,0.0,-0.329854007,51.5095521,-0.349111481,51.4950771
A407,4,shortest_distance,1,A407,A41(T),1.2526638676309407,0.0,1.2526638676309407,0.0,-0.2144295742857143,51.56499002392857,-0.197086554,51.56172272999999
A407,4,shortest_distance,2,A41(T),Adelaide Rd roundabout,1.6877774339313854,0.0,1.6877774339313854,0.0,-0.197086554,51.56172272999999,-0.18198011800000002,51.54979923
A407,4,shortest_distance,3,Adelaide Rd roundabout,A41,0.8314831585239466,0.0,0.8314831585239466,0.0,-0.18198011800000002,51.54979923,-0.17898772504,51.5425567796
A407,4,shortest_distance,4,A41,B414,1.3238958704953925,0.0,1.3238958704953925,0.0,-0.17898772504,51.5425567796,-0.184883062,51.53122946
A407,4,shortest_distance,5,B414,A4205,1.484099239029587,0.0,1.484099239029587,0.0,-0.184883062,51.53122946,-0.179632358,51.51828862
A407,4,shortest_distance,6,A4205,A4206,1.5145174138509294,0.0,1.5145174138509294,0.0,-0.179632358,51.51828862,-0.195849126,51.50914184
A407,4,shortest_distance,7,A4206,A3220 Addison Crescent,1.486555208911798,0.0,1.486555208911798,0.0,-0.195849126,51.50914184,-0.207813684,51.49803949
A407,4,shortest_distance,8,A3220 Addison Crescent,A219/A4,0.6940088763577961,0.0,0.6940088763577961,0.0,-0.207813684,51.49803949,-0.215210811,51.493826821999996
A407,4,shortest_distance,9,A219/A4,A315 Studland St,0.9892833339295573,0.0,0.9892833339295573,0.0,-0.215210811,51.493826821999996,-0.22937439799999998,51.49264764
A407,4,shortest_distance,10,A315 Studland St,A402 Goldhawk Rd,1.0171329534026714,0.0,1.0171329534026714,0.0,-0.22937439799999998,51.49264764,-0.244008056,51.4934611
A407,4,shortest_distance,11,A402 Goldhawk Rd,A3003,1.9847240518911544,0.0,1.9847240518911544,0.0,-0.244008056,51.4934611,-0.2567152768,51.477461918
A407,4,shortest_distance,12,A3003,A3000,1.9729760534366785,0.0,1.9729760534366785,0.0,-0.2567152768,51.477461918,-0.274130443,51.49150530375
A407,4,shortest_distance,13,A3000,M4 jn2,0.8348431508344388,0.0,0.8348431508344388,0.0,-0.274130443,51.49150530375,-0.28605675174999995,51.49261411916667
A407,4,shortest_distance,14,M4 jn2,A3002,1.6171364307105809,0.0,1.6171364307105809,0.0,-0.28605675174999995,51.49261411916667,-0.30928513494444443,51.494148314444445
A407,4,shortest_distance,15,A3002,A4001,2.227277855027226,0.0,2.227277855027226,0.0,-0.30928513494444443,51.494148314444445,-0.329854007,51.5095521
A407,4,shortest_distance,16,A4001,3,2.0898274934005503,0.0,2.0898274934005503,0.0,-0.329854007,51.5095521,-0.349111481,51.4950771
A407,4,shortest_distance,17,3,A3063,1.6646598020616874,0.0,1.6646598020616874,0.0,-0.349111481,51.4950771,-0.3714873771666667,51.489597233333335
A407,4,shortest_distance,18,A3063,A4,0.4743245832229718,0.0,0.4743245832229718,0.0,-0.3714873771666667,51.489597233333335,-0.3783351048275862,51.48946946724138
A407,4,shortest_distance,19,A4,A4(T),2.7445979694795324,0.0,2.7445979694795324,0.0,-0.3783351048275862,51.48946946724138,-0.41796882625,51.4890052825
A407,4,shortest_distance,20,A4(T),4,1.680425890841284,0.0,1.680425890841284,0.0,-0.41796882625,51.4890052825,-0.44126725425,51.49324189916666
A407,4,avoid_hotspots,1,A407,A41(T),1.2526638676309407,0.0,1.2526638676309407,0.0,-0.2144295742857143,51.56499002392857,-0.197086554,51.56172272999999
A407,4,avoid_hotspots,2,A41(T),Adelaide Rd roundabout,1.6877774339313854,0.0,1.6877774339313854,0.0,-0.197086554,51.56172272999999,-0.18198011800000002,51.54979923
A407,4,avoid_hotspots,3,Adelaide Rd roundabout,A41,0.8314831585239466,0.0,0.8314831585239466,0.0,-0.18198011800000002,51.54979923,-0.17898772504,51.5425567796
A407,4,avoid_hotspots,4,A41,B414,1.3238958704953925,0.0,1.3238958704953925,0.0,-0.17898772504,51.5425567796,-0.184883062,51.53122946
A407,4,avoid_hotspots,5,B414,A4205,1.484099239029587,0.0,1.484099239029587,0.0,-0.184883062,51.53122946,-0.179632358,51.51828862
A407,4,avoid_hotspots,6,A4205,A4206,1.5145174138509294,0.0,1.5145174138509294,0.0,-0.179632358,51.51828862,-0.195849126,51.50914184
A407,4,avoid_hotspots,7,A4206,A3220 Addison Crescent,1.486555208911798,0.0,1.486555208911798,0.0,-0.195849126,51.50914184,-0.207813684,51.49803949
A407,4,avoid_hotspots,8,A3220 Addison Crescent,A219/A4,0.6940088763577961,0.0,0.6940088763577961,0.0,-0.207813684,51.49803949,-0.215210811,51.493826821999996
A407,4,avoid_hotspots,9,A219/A4,A315 Studland St,0.9892833339295573,0.0,0.9892833339295573,0.0,-0.215210811,51.493826821999996,-0.22937439799999998,51.49264764
A407,4,avoid_hotspots,10,A315 Studland St,A402 Goldhawk Rd,1.0171329534026714,0.0,1.0171329534026714,0.0,-0.22937439799999998,51.49264764,-0.244008056,51.4934611
A407,4,avoid_hotspots,11,A402 Goldhawk Rd,A3003,1.9847240518911544,0.0,1.9847240518911544,0.0,-0.244008056,51.4934611,-0.2567152768,51.477461918
A407,4,avoid_hotspots,12,A3003,A3000,1.9729760534366785,0.0,1.9729760534366785,0.0,-0.2567152768,51.477461918,-0.274130443,51.49150530375
A407,4,avoid_hotspots,13,A3000,M4 jn2,0.8348431508344388,0.0,0.8348431508344388,0.0,-0.274130443,51.49150530375,-0.28605675174999995,51.49261411916667
A407,4,avoid_hotspots,14,M4 jn2,A3002,1.6171364307105809,0.0,1.6171364307105809,0.0,-0.28605675174999995,51.49261411916667,-0.30928513494444443,51.494148314444445
A407,4,avoid_hotspots,15,A3002,A4001,2.227277855027226,0.0,2.227277855027226,0.0,-0.30928513494444443,51.494148314444445,-0.329854007,51.5095521
A407,4,avoid_hotspots,16,A4001,3,2.0898274934005503,0.0,2.0898274934005503,0.0,-0.329854007,51.5095521,-0.349111481,51.4950771
A407,4,avoid_hotspots,17,3,A3063,1.6646598020616874,0.0,1.6646598020616874,0.0,-0.349111481,51.4950771,-0.3714873771666667,51.489597233333335
A407,4,avoid_hotspots,18,A3063,A4,0.4743245832229718,0.0,0.4743245832229718,0.0,-0.3714873771666667,51.489597233333335,-0.3783351048275862,51.48946946724138
A407,4,avoid_hotspots,19,A4,A4(T),2.7445979694795324,0.0,2.7445979694795324,0.0,-0.3783351048275862,51.48946946724138,-0.41796882625,51.4890052825
A407,4,avoid_hotspots,20,A4(T),4,1.680425890841284,0.0,1.680425890841284,0.0,-0.41796882625,51.4890052825,-0.44126725425,51.49324189916666
A407,A1,shortest_distance,1,A407,M1 roundabout,1.167945481985705,0.0,1.167945481985705,0.0,-0.2144295742857143,51.56499002392857,-0.220962665,51.57467692000001
A407,A1,shortest_distance,2,M1 roundabout,A502,1.4476701551552915,0.0,1.4476701551552915,0.0,-0.220962665,51.57467692000001,-0.20299733346153848,51.58137417538462
A407,A1,shortest_distance,3,A502,A1,1.625229210118394,1.0,4.875687630355182,3.2504584202367885,-0.20299733346153848,51.58137417538462,-0.20906963679746834,51.59549489936709
A407,A1,avoid_hotspots,1,A407,M1 roundabout,1.167945481985705,0.0,1.167945481985705,0.0,-0.2144295742857143,51.56499002392857,-0.220962665,51.57467692000001
A407,A1,avoid_hotspots,2,M1 roundabout,A502,1.4476701551552915,0.0,1.4476701551552915,0.0,-0.220962665,51.57467692000001,-0.20299733346153848,51.58137417538462
A407,A1,avoid_hotspots,3,A502,A598,1.2424482751795949,0.0,1.2424482751795949,0.0,-0.20299733346153848,51.58137417538462,-0.18895199684210526,51.58835174947368
A407,A1,avoid_hotspots,4,A598,A1,1.6007081671163417,0.0,1.6007081671163417,0.0,-0.18895199684210526,51.58835174947368,-0.20906963679746834,51.59549489936709
A407,A1/A5203,shortest_distance,1,A407,A41(T),1.2526638676309407,0.0,1.2526638676309407,0.0,-0.2144295742857143,51.56499002392857,-0.197086554,51.56172272999999
A407,A1/A5203,shortest_distance,2,A41(T),Adelaide Rd roundabout,1.6877774339313854,0.0,1.6877774339313854,0.0,-0.197086554,51.56172272999999,-0.18198011800000002,51.54979923
A407,A1/A5203,shortest_distance,3,Adelaide Rd roundabout,A41,0.8314831585239466,0.0,0.8314831585239466,0.0,-0.18198011800000002,51.54979923,-0.17898772504,51.5425567796
A407,A1/A5203,shortest_distance,4,A41,B414,1.3238958704953925,0.0,1.3238958704953925,0.0,-0.17898772504,51.5425567796,-0.184883062,51.53122946
A407,A1/A5203,shortest_distance,5,B414,Praed St,1.7904220719882065,0.0,1.7904220719882065,0.0,-0.184883062,51.53122946,-0.168367753,51.51883269
A407,A1/A5203,shortest_distance,6,Praed St,Old Marylebone Rd,0.5036499222349642,0.0,0.5036499222349642,0.0,-0.168367753,51.51883269,-0.16221634,51.52125442
A407,A1/A5203,shortest_distance,7,Old Marylebone Rd,York St,0.4297004404708934,0.0,0.4297004404708934,0.0,-0.16221634,51.52125442,-0.156512182,51.51972609
A407,A1/A5203,shortest_distance,8,York St,A5204,0.4883533647394257,0.0,0.4883533647394257,0.0,-0.156512182,51.51972609,-0.1504358844074074,51.517491758148154
A407,A1/A5203,shortest_distance,9,A5204,A4201,0.7646839313801734,0.0,0.7646839313801734,0.0,-0.1504358844074074,51.517491758148154,-0.13942321375,51.518066915
A407,A1/A5203,shortest_distance,10,A4201,Charing Cross Road,0.762506807716504,0.0,0.762506807716504,0.0,-0.13942321375,51.518066915,-0.129042324,51.51576604
A407,A1/A5203,shortest_distance,11,Charing Cross Road,Shaftesbury Ave,0.4574334627701389,0.0,0.4574334627701389,0.0,-0.129042324,51.51576604,-0.123432616,51.5179426
A407,A1/A5203,shortest_distance,12,Shaftesbury Ave,A501,0.8505964328313448,0.0,0.8505964328313448,0.0,-0.123432616,51.5179426,-0.12344773617142857,51.52559219171428
A407,A1/A5203,shortest_distance,13,A501,A400,0.814907626449916,0.0,0.814907626449916,0.0,-0.12344773617142857,51.52559219171428,-0.13391331850000002,51.52895594333333
