route,edges,total_length_km,total_weight_km,hotspot_edges,hotspot_edge_share,avg_hotspot_rate,max_hotspot_rate,from_node,to_node,same_path
shortest_distance,6,6.3,7.8652173913043475,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A3000,False
avoid_hotspots,6,6.565217391304348,6.565217391304348,0,0.0,0.0,0.0,A407,A3000,False
shortest_distance,6,12.100000000000001,13.665217391304349,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A3002,False
avoid_hotspots,6,12.365217391304348,12.365217391304348,0,0.0,0.0,0.0,A407,A3002,False
shortest_distance,4,5.3,6.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3004,False
avoid_hotspots,4,5.565217391304348,5.565217391304348,0,0.0,0.0,0.0,A407,A3004,False
shortest_distance,5,5.9190476190476184,7.484265010351966,1,0.2,0.10434782608695652,0.5217391304347826,A407,A3008,False
avoid_hotspots,5,6.184265010351967,6.184265010351967,0,0.0,0.0,0.0,A407,A3008,False
shortest_distance,6,9.7,11.265217391304347,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A301,False
avoid_hotspots,6,9.965217391304348,9.965217391304348,0,0.0,0.0,0.0,A407,A301,False
shortest_distance,6,9.5,11.065217391304348,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A302,False
avoid_hotspots,6,9.765217391304349,9.765217391304349,0,0.0,0.0,0.0,A407,A302,False
shortest_distance,4,4.1,5.665217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3036,False
avoid_hotspots,4,4.3652173913043475,4.3652173913043475,0,0.0,0.0,0.0,A407,A3036,False
shortest_distance,8,10.08,11.64521739130435,1,0.125,0.06521739130434782,0.5217391304347826,A407,A3036/A3200 roundabout,False
avoid_hotspots,8,10.345217391304349,10.345217391304349,0,0.0,0.0,0.0,A407,A3036/A3200 roundabout,False
shortest_distance,6,7.5,9.065217391304348,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A304,False
avoid_hotspots,6,7.765217391304348,7.765217391304348,0,0.0,0.0,0.0,A407,A304,False
shortest_distance,4,4.6,6.165217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3044,False
avoid_hotspots,4,4.8652173913043475,4.8652173913043475,0,0.0,0.0,0.0,A407,A3044,False
shortest_distance,7,9.919047619047618,11.484265010351967,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A305,False
avoid_hotspots,7,10.184265010351966,10.184265010351966,0,0.0,0.0,0.0,A407,A305,False
shortest_distance,6,9.2,10.765217391304347,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A306,False
avoid_hotspots,6,9.465217391304346,9.465217391304346,0,0.0,0.0,0.0,A407,A306,False
shortest_distance,4,5.5,7.065217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3063,False
avoid_hotspots,4,5.765217391304348,5.765217391304348,0,0.0,0.0,0.0,A407,A3063,False
shortest_distance,4,4.6,6.165217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A307,False
avoid_hotspots,4,4.8652173913043475,4.8652173913043475,0,0.0,0.0,0.0,A407,A307,False
shortest_distance,4,5.619047619047619,7.184265010351966,1,0.25,0.13043478260869565,0.5217391304347826,A407,A308,False
avoid_hotspots,4,5.884265010351967,5.884265010351967,0,0.0,0.0,0.0,A407,A308,False
shortest_distance,6,9.219047619047618,10.784265010351968,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A309,False
avoid_hotspots,6,9.484265010351967,9.484265010351967,0,0.0,0.0,0.0,A407,A309,False
shortest_distance,6,6.652380952380952,8.2175983436853,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A310,False
avoid_hotspots,6,6.917598343685301,6.917598343685301,0,0.0,0.0,0.0,A407,A310,False
shortest_distance,5,5.952380952380952,7.517598343685299,1,0.2,0.10434782608695652,0.5217391304347826,A407,A311,False
avoid_hotspots,5,6.2175983436853,6.2175983436853,0,0.0,0.0,0.0,A407,A311,False
shortest_distance,4,7.1,8.665217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A312,False
avoid_hotspots,4,7.365217391304348,7.365217391304348,0,0.0,0.0,0.0,A407,A312,False
shortest_distance,4,5.3,6.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A312 Church Rd,False
avoid_hotspots,4,5.565217391304348,5.565217391304348,0,0.0,0.0,0.0,A407,A312 Church Rd,False
shortest_distance,6,5.9624999999999995,7.527717391304347,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A312 North Hyde Rd,False
avoid_hotspots,6,6.227717391304347,6.227717391304347,0,0.0,0.0,0.0,A407,A312 North Hyde Rd,False
shortest_distance,5,6.6,8.165217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,A312/A305,False
avoid_hotspots,5,6.865217391304348,6.865217391304348,0,0.0,0.0,0.0,A407,A312/A305,False
shortest_distance,5,7.819047619047619,9.384265010351967,1,0.2,0.10434782608695652,0.5217391304347826,A407,A313,False
avoid_hotspots,5,8.084265010351967,8.084265010351967,0,0.0,0.0,0.0,A407,A313,False
shortest_distance,4,5.6,7.165217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A314,False
avoid_hotspots,4,5.865217391304348,5.865217391304348,0,0.0,0.0,0.0,A407,A314,False
shortest_distance,5,6.1,7.665217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,A315,False
avoid_hotspots,5,6.3652173913043475,6.3652173913043475,0,0.0,0.0,0.0,A407,A315,False
shortest_distance,5,6.519047619047619,8.084265010351967,1,0.2,0.10434782608695652,0.5217391304347826,A407,A315/A3216,False
avoid_hotspots,5,6.784265010351968,6.784265010351968,0,0.0,0.0,0.0,A407,A315/A3216,False
shortest_distance,5,6.3999999999999995,7.965217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,A316,False
avoid_hotspots,5,6.665217391304347,6.665217391304347,0,0.0,0.0,0.0,A407,A316,False
shortest_distance,4,4.53,6.095217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3200,False
avoid_hotspots,4,4.795217391304348,4.795217391304348,0,0.0,0.0,0.0,A407,A3200,False
shortest_distance,8,10.2,11.765217391304349,1,0.125,0.06521739130434782,0.5217391304347826,A407,A3201,False
avoid_hotspots,8,10.465217391304348,10.465217391304348,0,0.0,0.0,0.0,A407,A3201,False
shortest_distance,7,9.7,11.265217391304347,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A3202,False
avoid_hotspots,7,9.965217391304348,9.965217391304348,0,0.0,0.0,0.0,A407,A3202,False
shortest_distance,6,10.1,11.665217391304347,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A3204,False
avoid_hotspots,6,10.365217391304348,10.365217391304348,0,0.0,0.0,0.0,A407,A3204,False
shortest_distance,5,5.3999999999999995,6.965217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,A3205,False
avoid_hotspots,5,5.665217391304347,5.665217391304347,0,0.0,0.0,0.0,A407,A3205,False
shortest_distance,7,5.6000000000000005,7.408695652173913,2,0.2857142857142857,0.1614906832298137,0.6086956521739131,A407,A3207,False
avoid_hotspots,7,5.865217391304348,6.108695652173913,1,0.14285714285714285,0.08695652173913045,0.6086956521739131,A407,A3207,False
shortest_distance,8,7.3999999999999995,8.965217391304348,1,0.125,0.06521739130434782,0.5217391304347826,A407,A3209,False
avoid_hotspots,8,7.665217391304347,7.665217391304347,0,0.0,0.0,0.0,A407,A3209,False
shortest_distance,4,4.2,5.765217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3211,False
avoid_hotspots,4,4.465217391304348,4.465217391304348,0,0.0,0.0,0.0,A407,A3211,False
shortest_distance,7,9.7,11.265217391304347,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A3214,False
avoid_hotspots,7,9.965217391304348,9.965217391304348,0,0.0,0.0,0.0,A407,A3214,False
shortest_distance,5,5.590909090909091,7.1561264822134385,1,0.2,0.10434782608695652,0.5217391304347826,A407,A3216,False
avoid_hotspots,5,5.856126482213439,5.856126482213439,0,0.0,0.0,0.0,A407,A3216,False
shortest_distance,5,6.0,7.565217391304348,1,0.2,0.10434782608695652,0.5217391304347826,A407,A3218,False
avoid_hotspots,5,6.265217391304348,6.265217391304348,0,0.0,0.0,0.0,A407,A3218,False
shortest_distance,8,7.799999999999999,9.365217391304348,1,0.125,0.06521739130434782,0.5217391304347826,A407,A3219,False
avoid_hotspots,8,8.065217391304348,8.065217391304348,0,0.0,0.0,0.0,A407,A3219,False
shortest_distance,4,4.3,5.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3220,False
avoid_hotspots,4,4.565217391304348,4.565217391304348,0,0.0,0.0,0.0,A407,A3220,False
shortest_distance,8,8.0,9.565217391304348,1,0.125,0.06521739130434782,0.5217391304347826,A407,A3220 Holland Rd roundabout,False
avoid_hotspots,8,8.265217391304347,8.265217391304347,0,0.0,0.0,0.0,A407,A3220 Holland Rd roundabout,False
shortest_distance,8,8.0,9.565217391304348,1,0.125,0.06521739130434782,0.5217391304347826,A407,A3220 Holland Road roundabout,False
avoid_hotspots,8,8.265217391304347,8.265217391304347,0,0.0,0.0,0.0,A407,A3220 Holland Road roundabout,False
shortest_distance,4,4.8,6.3652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A3220 Prince of Wales Drive,False
avoid_hotspots,4,5.065217391304348,5.065217391304348,0,0.0,0.0,0.0,A407,A3220 Prince of Wales Drive,False
shortest_distance,4,5.3,6.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4,False
avoid_hotspots,4,5.565217391304348,5.565217391304348,0,0.0,0.0,0.0,A407,A4,False
shortest_distance,4,5.7,7.265217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4/A3216,False
avoid_hotspots,4,5.965217391304348,5.965217391304348,0,0.0,0.0,0.0,A407,A4/A3216,False
shortest_distance,4,4.3,5.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A40,False
avoid_hotspots,4,4.565217391304348,4.565217391304348,0,0.0,0.0,0.0,A407,A40,False
shortest_distance,6,14.920000000000002,16.48521739130435,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A40(T),False
avoid_hotspots,6,15.185217391304349,15.185217391304349,0,0.0,0.0,0.0,A407,A40(T),False
shortest_distance,6,7.765217391304348,7.765217391304348,0,0.0,0.0,0.0,A407,A4000 Gunnersbury Lane,True
avoid_hotspots,6,7.765217391304348,7.765217391304348,0,0.0,0.0,0.0,A407,A4000 Gunnersbury Lane,True
shortest_distance,5,4.8,6.3652173913043475,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4000 Wales Farm Rd,False
avoid_hotspots,5,5.065217391304348,5.065217391304348,0,0.0,0.0,0.0,A407,A4000 Wales Farm Rd,False
shortest_distance,7,12.400000000000002,13.96521739130435,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A4001,False
avoid_hotspots,7,12.665217391304349,12.665217391304349,0,0.0,0.0,0.0,A407,A4001,False
shortest_distance,4,4.7,6.265217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4005,False
avoid_hotspots,4,4.965217391304348,4.965217391304348,0,0.0,0.0,0.0,A407,A4005,False
shortest_distance,4,4.3,5.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4006,False
avoid_hotspots,4,4.565217391304348,4.565217391304348,0,0.0,0.0,0.0,A407,A4006,False
shortest_distance,6,9.786363636363635,12.43300395256917,2,0.3333333333333333,0.17391304347826086,0.5217391304347826,A407,A4006 Kingsbury Rd,False
avoid_hotspots,6,10.051581027667984,11.13300395256917,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A4006 Kingsbury Rd,False
shortest_distance,5,6.848863636363636,9.49550395256917,2,0.4,0.20869565217391303,0.5217391304347826,A407,A4008,False
avoid_hotspots,5,7.114081027667984,8.19550395256917,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4008,False
shortest_distance,5,4.800000000000001,6.365217391304348,1,0.2,0.10434782608695652,0.5217391304347826,A407,A401,False
avoid_hotspots,5,5.065217391304349,5.065217391304349,0,0.0,0.0,0.0,A407,A401,False
shortest_distance,6,6.8999999999999995,8.465217391304346,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A402,False
avoid_hotspots,6,7.165217391304347,7.165217391304347,0,0.0,0.0,0.0,A407,A402,False
shortest_distance,5,11.8,13.365217391304348,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4020,False
avoid_hotspots,5,12.065217391304348,12.065217391304348,0,0.0,0.0,0.0,A407,A4020,False
shortest_distance,4,5.036363636363636,7.68300395256917,2,0.5,0.2608695652173913,0.5217391304347826,A407,A404,False
avoid_hotspots,4,5.301581027667984,6.383003952569171,1,0.25,0.13043478260869565,0.5217391304347826,A407,A404,False
shortest_distance,1,0.3,0.3,0,0.0,0.0,0.0,A407,A404 split,True
avoid_hotspots,1,0.3,0.3,0,0.0,0.0,0.0,A407,A404 split,True
shortest_distance,1,2.1,2.1,0,0.0,0.0,0.0,A407,A406,True
avoid_hotspots,1,2.1,2.1,0,0.0,0.0,0.0,A407,A406,True
shortest_distance,5,6.565217391304348,6.565217391304348,0,0.0,0.0,0.0,A407,A406(T),True
avoid_hotspots,5,6.565217391304348,6.565217391304348,0,0.0,0.0,0.0,A407,A406(T),True
shortest_distance,5,6.822727272727273,8.38794466403162,1,0.2,0.10434782608695652,0.5217391304347826,A407,A408,False
avoid_hotspots,5,7.087944664031621,7.087944664031621,0,0.0,0.0,0.0,A407,A408,False
shortest_distance,5,7.286363636363636,9.93300395256917,2,0.4,0.20869565217391303,0.5217391304347826,A407,A4088,False
avoid_hotspots,5,7.551581027667984,8.63300395256917,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4088,False
shortest_distance,4,4.6,6.165217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4089,False
avoid_hotspots,4,4.8652173913043475,4.8652173913043475,0,0.0,0.0,0.0,A407,A4089,False
shortest_distance,6,7.968863636363636,10.61550395256917,2,0.3333333333333333,0.17391304347826086,0.5217391304347826,A407,A409,False
avoid_hotspots,6,8.234081027667983,9.31550395256917,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A409,False
shortest_distance,6,8.32,9.885217391304346,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A409/A4006 roundabout,False
avoid_hotspots,6,8.585217391304347,8.585217391304347,0,0.0,0.0,0.0,A407,A409/A4006 roundabout,False
shortest_distance,5,5.8,7.3652173913043475,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4090,False
avoid_hotspots,5,6.065217391304348,6.065217391304348,0,0.0,0.0,0.0,A407,A4090,False
shortest_distance,2,2.5,2.5,0,0.0,0.0,0.0,A407,A41,True
avoid_hotspots,2,2.5,2.5,0,0.0,0.0,0.0,A407,A41,True
shortest_distance,7,6.04,7.605217391304348,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A41 Park Rd,False
avoid_hotspots,7,6.305217391304348,6.305217391304348,0,0.0,0.0,0.0,A407,A41 Park Rd,False
shortest_distance,3,4.7,4.7,0,0.0,0.0,0.0,A407,A41/A5109,True
avoid_hotspots,3,4.7,4.7,0,0.0,0.0,0.0,A407,A41/A5109,True
shortest_distance,6,7.3439560439560445,9.152651696129956,2,0.3333333333333333,0.1884057971014493,0.6086956521739131,A407,A410,False
avoid_hotspots,6,7.6091734352603915,7.852651696129957,1,0.16666666666666666,0.10144927536231885,0.6086956521739131,A407,A410,False
shortest_distance,7,9.0,10.565217391304348,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A411,False
avoid_hotspots,7,9.265217391304347,9.265217391304347,0,0.0,0.0,0.0,A407,A411,False
shortest_distance,5,6.616666666666667,8.181884057971015,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4125,False
avoid_hotspots,5,6.881884057971015,6.881884057971015,0,0.0,0.0,0.0,A407,A4125,False
shortest_distance,5,6.236363636363636,8.883003952569169,2,0.4,0.20869565217391303,0.5217391304347826,A407,A4127,False
avoid_hotspots,5,6.865217391304348,6.865217391304348,0,0.0,0.0,0.0,A407,A4127,False
shortest_distance,7,9.843956043956045,11.652651696129956,2,0.2857142857142857,0.1614906832298137,0.6086956521739131,A407,A4140,False
avoid_hotspots,7,10.109173435260391,10.352651696129957,1,0.14285714285714285,0.08695652173913045,0.6086956521739131,A407,A4140,False
shortest_distance,4,4.7,6.265217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4180,False
avoid_hotspots,4,4.965217391304348,4.965217391304348,0,0.0,0.0,0.0,A407,A4180,False
shortest_distance,7,5.74,7.305217391304348,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,A4201,False
avoid_hotspots,7,6.005217391304348,6.005217391304348,0,0.0,0.0,0.0,A407,A4201,False
shortest_distance,5,5.4,6.965217391304348,1,0.2,0.10434782608695652,0.5217391304347826,A407,A4204,False
avoid_hotspots,5,5.665217391304347,5.665217391304347,0,0.0,0.0,0.0,A407,A4204,False
shortest_distance,4,5.1,6.665217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,A4207,False
avoid_hotspots,4,5.365217391304348,5.365217391304348,0,0.0,0.0,0.0,A407,A4207,False
shortest_distance,6,7.922727272727274,9.48794466403162,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A437,False
avoid_hotspots,6,8.18794466403162,8.18794466403162,0,0.0,0.0,0.0,A407,A437,False
shortest_distance,5,6.536363636363636,9.18300395256917,2,0.4,0.20869565217391303,0.5217391304347826,A407,A479,False
avoid_hotspots,5,6.801581027667984,7.883003952569171,1,0.2,0.10434782608695652,0.5217391304347826,A407,A479,False
shortest_distance,1,2.1,2.1,0,0.0,0.0,0.0,A407,A5,True
avoid_hotspots,1,2.1,2.1,0,0.0,0.0,0.0,A407,A5,True
shortest_distance,3,3.9652173913043476,3.9652173913043476,0,0.0,0.0,0.0,A407,A5000,True
avoid_hotspots,3,3.9652173913043476,3.9652173913043476,0,0.0,0.0,0.0,A407,A5000,True
shortest_distance,6,5.54,7.105217391304348,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,A501,False
avoid_hotspots,6,5.805217391304348,5.805217391304348,0,0.0,0.0,0.0,A407,A501,False
shortest_distance,4,4.2,5.765217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A503,False
avoid_hotspots,4,4.465217391304348,4.465217391304348,0,0.0,0.0,0.0,A407,A503,False
shortest_distance,2,3.4652173913043476,3.4652173913043476,0,0.0,0.0,0.0,A407,A504,True
avoid_hotspots,2,3.4652173913043476,3.4652173913043476,0,0.0,0.0,0.0,A407,A504,True
shortest_distance,2,3.8,3.8,0,0.0,0.0,0.0,A407,A5100,True
avoid_hotspots,2,3.8,3.8,0,0.0,0.0,0.0,A407,A5100,True
shortest_distance,2,4.0,4.0,0,0.0,0.0,0.0,A407,A5109,True
avoid_hotspots,2,4.0,4.0,0,0.0,0.0,0.0,A407,A5109,True
shortest_distance,4,4.4,5.965217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,A5201,False
avoid_hotspots,4,4.665217391304348,4.665217391304348,0,0.0,0.0,0.0,A407,A5201,False
shortest_distance,5,4.8,6.3652173913043475,1,0.2,0.10434782608695652,0.5217391304347826,A407,A5204,False
avoid_hotspots,5,5.065217391304348,5.065217391304348,0,0.0,0.0,0.0,A407,A5204,False
shortest_distance,3,3.2,3.2,0,0.0,0.0,0.0,A407,A5205,True
avoid_hotspots,3,3.2,3.2,0,0.0,0.0,0.0,A407,A5205,True
shortest_distance,3,3.0,3.0,0,0.0,0.0,0.0,A407,A598,True
avoid_hotspots,3,3.0,3.0,0,0.0,0.0,0.0,A407,A598,True
shortest_distance,2,2.456,2.456,0,0.0,0.0,0.0,A407,A598 Regent's Park Road,True
avoid_hotspots,2,2.456,2.456,0,0.0,0.0,0.0,A407,A598 Regent's Park Road,True
shortest_distance,6,5.4,6.965217391304348,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,Acton St,False
avoid_hotspots,6,5.665217391304348,5.665217391304348,0,0.0,0.0,0.0,A407,Acton St,False
shortest_distance,4,4.3,5.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,Ambleside Ave,False
avoid_hotspots,4,4.565217391304348,4.565217391304348,0,0.0,0.0,0.0,A407,Ambleside Ave,False
shortest_distance,5,5.3,6.8652173913043475,1,0.2,0.10434782608695652,0.5217391304347826,A407,B142,False
avoid_hotspots,5,5.565217391304348,5.565217391304348,0,0.0,0.0,0.0,A407,B142,False
shortest_distance,7,8.4,9.965217391304348,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,B232,False
avoid_hotspots,7,8.665217391304347,8.665217391304347,0,0.0,0.0,0.0,A407,B232,False
shortest_distance,5,10.515384615384615,12.080602006688963,1,0.2,0.10434782608695652,0.5217391304347826,A407,B278,False
avoid_hotspots,5,10.780602006688964,10.780602006688964,0,0.0,0.0,0.0,A407,B278,False
shortest_distance,4,5.7,7.265217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,B280,False
avoid_hotspots,4,5.965217391304348,5.965217391304348,0,0.0,0.0,0.0,A407,B280,False
shortest_distance,5,7.742857142857142,9.30807453416149,1,0.2,0.10434782608695652,0.5217391304347826,A407,B306,False
avoid_hotspots,5,8.00807453416149,8.00807453416149,0,0.0,0.0,0.0,A407,B306,False
shortest_distance,5,6.699999999999999,8.265217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,B363,False
avoid_hotspots,5,6.965217391304348,6.965217391304348,0,0.0,0.0,0.0,A407,B363,False
shortest_distance,5,7.8,9.365217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,B458,False
avoid_hotspots,5,8.065217391304348,8.065217391304348,0,0.0,0.0,0.0,A407,B458,False
shortest_distance,7,18.531111111111112,20.09632850241546,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,B466 Ickenham Rd,False
avoid_hotspots,7,18.79632850241546,18.79632850241546,0,0.0,0.0,0.0,A407,B466 Ickenham Rd,False
shortest_distance,5,6.0,7.565217391304348,1,0.2,0.10434782608695652,0.5217391304347826,A407,B540,False
avoid_hotspots,5,6.265217391304348,6.265217391304348,0,0.0,0.0,0.0,A407,B540,False
shortest_distance,6,10.9,12.46521739130435,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,Bugsby's Way,False
avoid_hotspots,6,11.165217391304349,11.165217391304349,0,0.0,0.0,0.0,A407,Bugsby's Way,False
shortest_distance,8,11.0,12.56521739130435,1,0.125,0.06521739130434782,0.5217391304347826,A407,Camberwell Rd,False
avoid_hotspots,8,11.265217391304349,11.265217391304349,0,0.0,0.0,0.0,A407,Camberwell Rd,False
shortest_distance,4,4.4,5.965217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,Camden Rd,False
avoid_hotspots,4,4.665217391304348,4.665217391304348,0,0.0,0.0,0.0,A407,Camden Rd,False
shortest_distance,5,6.9,8.465217391304348,1,0.2,0.10434782608695652,0.5217391304347826,A407,Catford Rd,False
avoid_hotspots,5,7.165217391304347,7.165217391304347,0,0.0,0.0,0.0,A407,Catford Rd,False
shortest_distance,7,10.4,11.965217391304348,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,Durham St,False
avoid_hotspots,7,10.665217391304349,10.665217391304349,0,0.0,0.0,0.0,A407,Durham St,False
shortest_distance,4,4.5,6.065217391304348,1,0.25,0.13043478260869565,0.5217391304347826,A407,Ecclestone St,False
avoid_hotspots,4,4.765217391304348,4.765217391304348,0,0.0,0.0,0.0,A407,Ecclestone St,False
shortest_distance,5,6.885000000000001,9.034565217391306,1,0.2,0.10434782608695652,0.5217391304347826,A407,Evering Rd,True
avoid_hotspots,5,6.885000000000001,9.034565217391306,1,0.2,0.10434782608695652,0.5217391304347826,A407,Evering Rd,True
shortest_distance,6,8.233333333333333,9.79855072463768,1,0.16666666666666666,0.08695652173913043,0.5217391304347826,A407,Griggs Approach roundabout,False
avoid_hotspots,6,8.498550724637681,8.498550724637681,0,0.0,0.0,0.0,A407,Griggs Approach roundabout,False
shortest_distance,7,6.44,8.005217391304347,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,Harrington Sq,False
avoid_hotspots,7,6.705217391304348,6.705217391304348,0,0.0,0.0,0.0,A407,Harrington Sq,False
shortest_distance,7,9.343956043956045,11.152651696129956,2,0.2857142857142857,0.1614906832298137,0.6086956521739131,A407,Headstone Lane,False
avoid_hotspots,7,9.609173435260391,9.852651696129957,1,0.14285714285714285,0.08695652173913045,0.6086956521739131,A407,Headstone Lane,False
shortest_distance,4,4.6,6.165217391304347,1,0.25,0.13043478260869565,0.5217391304347826,A407,High Holborn,False
avoid_hotspots,4,4.8652173913043475,4.8652173913043475,0,0.0,0.0,0.0,A407,High Holborn,False
shortest_distance,2,3.2,3.2,0,0.0,0.0,0.0,A407,High St,True
avoid_hotspots,2,3.2,3.2,0,0.0,0.0,0.0,A407,High St,True
shortest_distance,4,4.3,5.8652173913043475,1,0.25,0.13043478260869565,0.5217391304347826,A407,Holborn Circus,False
avoid_hotspots,4,4.565217391304348,4.565217391304348,0,0.0,0.0,0.0,A407,Holborn Circus,False
shortest_distance,3,4.0,5.565217391304348,1,0.3333333333333333,0.17391304347826086,0.5217391304347826,A407,LA Boundary,False
avoid_hotspots,3,4.265217391304348,4.265217391304348,0,0.0,0.0,0.0,A407,LA Boundary,False
shortest_distance,5,8.101923076923077,8.101923076923077,0,0.0,0.0,0.0,A407,LA boundary,True
avoid_hotspots,5,8.101923076923077,8.101923076923077,0,0.0,0.0,0.0,A407,LA boundary,True
shortest_distance,8,9.1,10.665217391304349,1,0.125,0.06521739130434782,0.5217391304347826,A407,La Boundary,False
avoid_hotspots,8,9.365217391304348,9.365217391304348,0,0.0,0.0,0.0,A407,La Boundary,False
shortest_distance,6,8.301923076923076,8.301923076923076,0,0.0,0.0,0.0,A407,Leyton Rd,True
avoid_hotspots,6,8.301923076923076,8.301923076923076,0,0.0,0.0,0.0,A407,Leyton Rd,True
shortest_distance,7,5.300000000000001,7.108695652173913,2,0.2857142857142857,0.1614906832298137,0.6086956521739131,A407,London Wall,False
avoid_hotspots,7,5.565217391304349,5.808695652173913,1,0.14285714285714285,0.08695652173913045,0.6086956521739131,A407,London Wall,False
shortest_distance,2,2.4,2.4,0,0.0,0.0,0.0,A407,M1 roundabout,True
avoid_hotspots,2,2.4,2.4,0,0.0,0.0,0.0,A407,M1 roundabout,True
shortest_distance,2,6.199999999999999,6.199999999999999,0,0.0,0.0,0.0,A407,M1 spur,True
avoid_hotspots,2,6.199999999999999,6.199999999999999,0,0.0,0.0,0.0,A407,M1 spur,True
shortest_distance,5,6.06,7.625217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,M25,False
avoid_hotspots,5,6.325217391304348,6.325217391304348,0,0.0,0.0,0.0,A407,M25,False
shortest_distance,5,5.199999999999999,6.765217391304347,1,0.2,0.10434782608695652,0.5217391304347826,A407,M4,False
avoid_hotspots,5,5.465217391304347,5.465217391304347,0,0.0,0.0,0.0,A407,M4,False
shortest_distance,7,13.46,15.025217391304349,1,0.14285714285714285,0.07453416149068323,0.5217391304347826,A407,M4 J2,False
avoid_hotspots,7,13.725217391304348,13.725217391304348,0,0.0,0.0,0.0,A407,M4 J2,False
shortest_distance,5,7.121052631578948,8.686270022883296,1,0.2,0.10434782608695652,0.5217391304347826,A407,M4 J3,False
avoid_hotspots,5,7.386270022883295,7.386270022883295,0,0.0,0.0,0.0,A407,M4 J3,False
